,larva(0),larva(1),larva(2),larva(3),larva(4),larva(7),larva(9)
spinepoint_1_y(820),1505,1718,1415,1345,1503,571,180
spinepoint_1_y(821),1506,1720,1414,1349,1501,572,180
spinepoint_1_y(822),1506,1720,1414,1348,1502,572,180
spinepoint_1_y(823),1507,1721,1414,1349,1501,573,180
spinepoint_1_y(824),1507,1722,1414,1351,1501,573,180
spinepoint_1_y(825),1507,1723,1412,1351,1502,573,179
spinepoint_1_y(826),1508,1722,1414,1348,1503,574,178
spinepoint_1_y(827),1508,1723,1413,1350,1503,573,179
spinepoint_1_y(828),1508,1723,1413,1350,1503,573,178
spinepoint_1_y(829),1509,1724,1413,1351,1503,572,178
spinepoint_1_y(830),1509,1727,1412,1353,1505,573,177
spinepoint_1_y(831),1511,1727,1410,1352,1506,573,176
spinepoint_1_y(832),1511,1728,1410,1352,1505,572,175
spinepoint_1_y(833),1511,1729,1409,1352,1506,572,176
spinepoint_1_y(834),1511,1730,1408,1354,1504,572,176
spinepoint_1_y(835),1512,1730,1408,1353,1506,571,177
spinepoint_1_y(836),1512,1730,1407,1353,1507,573,177
spinepoint_1_y(837),1510,1730,1408,1353,1507,573,176
spinepoint_1_y(838),1509,1730,1408,1353,1506,573,176
spinepoint_1_y(839),1509,1733,1407,1353,1507,573,175
spinepoint_1_y(840),1509,1733,1408,1353,1507,573,174
spinepoint_1_y(841),1509,1734,1408,1355,1507,573,174
spinepoint_1_y(842),1510,1736,1407,1356,1506,573,174
spinepoint_1_y(843),1509,1737,1408,1355,1506,573,173
spinepoint_1_y(844),1508,1736,1408,1356,1506,572,173
spinepoint_1_y(845),1508,1736,1408,1353,1506,573,172
spinepoint_1_y(846),1507,1737,1409,1355,1508,574,172
spinepoint_1_y(847),1508,1737,1409,1356,1508,574,173
spinepoint_1_y(848),1508,1737,1408,1356,1507,575,174
spinepoint_1_y(849),1508,1736,1407,1357,1508,574,173
spinepoint_1_y(850),1509,1738,1408,1357,1509,574,173
spinepoint_1_y(851),1509,1739,1407,1358,1510,574,172
spinepoint_1_y(852),1507,1738,1408,1358,1509,575,172
spinepoint_1_y(853),1506,1738,1408,1360,1511,573,171
spinepoint_1_y(854),1505,1737,1408,1359,1512,573,171
spinepoint_1_y(855),1505,1738,1408,1358,1512,573,171
spinepoint_1_y(856),1504,1738,1408,1359,1512,572,170
spinepoint_1_y(857),1504,1739,1408,1361,1513,572,170
spinepoint_1_y(858),1504,1740,1409,1362,1513,572,170
spinepoint_1_y(859),1504,1739,1409,1361,1512,574,170
spinepoint_1_y(860),1505,1739,1409,1361,1513,572,170
spinepoint_1_y(861),1505,1738,1409,1361,1514,573,170
spinepoint_1_y(862),1503,1739,1408,1362,1513,574,170
spinepoint_1_y(863),1506,1738,1408,1362,1514,574,170
spinepoint_1_y(864),1506,1737,1408,1363,1515,573,170
spinepoint_1_y(865),1504,1738,1408,1365,1515,573,169
spinepoint_1_y(866),1505,1737,1407,1363,1516,574,169
spinepoint_1_y(867),1507,1736,1407,1366,1516,574,168
spinepoint_1_y(868),1507,1735,1407,1364,1518,574,167
spinepoint_1_y(869),1505,1735,1407,1364,1517,575,167
spinepoint_1_y(870),1506,1736,1407,1365,1518,575,167
spinepoint_1_y(871),1506,1737,1407,1366,1518,575,167
spinepoint_1_y(872),1507,1737,1407,1366,1518,574,166
spinepoint_1_y(873),1508,1738,1408,1366,1518,574,166
spinepoint_1_y(874),1507,1736,1407,1368,1518,574,166
spinepoint_1_y(875),1507,1736,1407,1368,1519,574,166
spinepoint_1_y(876),1507,1737,1406,1367,1520,574,167
spinepoint_1_y(877),1508,1737,1406,1367,1519,574,167
spinepoint_1_y(878),1508,1736,1405,1370,1520,574,166
spinepoint_1_y(879),1508,1737,1405,1370,1520,574,167
spinepoint_1_y(880),1507,1738,1404,1368,1519,574,166
spinepoint_1_y(881),1507,1738,1402,1369,1519,573,166
spinepoint_1_y(882),1506,1739,1402,1369,1521,574,166
spinepoint_1_y(883),1505,1738,1401,1370,1521,574,166
spinepoint_1_y(884),1504,1737,1403,1370,1522,574,166
spinepoint_1_y(885),1503,1736,1404,1371,1523,575,167
spinepoint_1_y(886),1503,1736,1404,1372,1524,575,167
spinepoint_1_y(887),1503,1738,1401,1370,1523,575,166
spinepoint_1_y(888),1503,1738,1404,1373,1524,574,166
spinepoint_1_y(889),1503,1737,1405,1372,1524,576,166
spinepoint_1_y(890),1502,1738,1406,1373,1523,575,166
spinepoint_1_y(891),1503,1737,1407,1374,1524,576,167
spinepoint_1_y(892),1503,1737,1407,1374,1524,576,166
spinepoint_1_y(893),1502,1737,1407,1374,1526,576,166
spinepoint_1_y(894),1503,1737,1408,1374,1524,576,166
spinepoint_1_y(895),1503,1737,1408,1375,1526,576,166
spinepoint_1_y(896),1502,1737,1408,1376,1525,576,166
spinepoint_1_y(897),1503,1737,1408,1377,1525,575,166
spinepoint_1_y(898),1503,1737,1408,1375,1525,575,166
spinepoint_1_y(899),1502,1736,1408,1377,1526,575,166
spinepoint_1_y(900),1503,1734,1408,1379,1526,575,165
spinepoint_1_y(901),1503,1735,1406,1378,1527,575,165
spinepoint_1_y(902),1503,1736,1407,1377,1527,575,165
spinepoint_1_y(903),1502,1735,1406,1378,1527,575,165
spinepoint_1_y(904),1503,1737,1408,1377,1528,576,165
spinepoint_1_y(905),1503,1737,1407,1377,1528,576,164
spinepoint_1_y(906),1503,1737,1407,1378,1528,576,164
spinepoint_1_y(907),1503,1736,1405,1379,1529,576,165
spinepoint_1_y(908),1503,1735,1406,1378,1530,577,165
spinepoint_1_y(909),1503,1735,1408,1377,1530,577,165
spinepoint_1_y(910),1503,1735,1407,1376,1529,577,164
spinepoint_1_y(911),1503,1734,1410,1376,1528,577,164
spinepoint_1_y(912),1504,1735,1408,1377,1531,577,164
spinepoint_1_y(913),1504,1735,1410,1376,1530,578,165
spinepoint_1_y(914),1503,1736,1408,1376,1530,577,165
spinepoint_1_y(915),1503,1736,1408,1377,1531,577,164
spinepoint_1_y(916),1504,1737,1408,1377,1530,576,164
spinepoint_1_y(917),1504,1736,1411,1378,1531,576,163
spinepoint_1_y(918),1503,1738,1409,1379,1530,577,163
spinepoint_1_y(919),1503,1737,1409,1379,1531,577,163
spinepoint_1_y(920),1503,1737,1409,1378,1532,576,163
spinepoint_1_y(921),1504,1737,1408,1378,1534,576,163
spinepoint_1_y(922),1503,1736,1409,1382,1534,577,163
spinepoint_1_y(923),1503,1738,1409,1379,1534,577,163
spinepoint_1_y(924),1502,1736,1409,1377,1535,577,161
spinepoint_1_y(925),1502,1737,1408,1380,1534,578,161
spinepoint_1_y(926),1503,1739,1408,1379,1535,578,162
spinepoint_1_y(927),1503,1739,1409,1382,1536,578,163
spinepoint_1_y(928),1503,1740,1409,1381,1536,578,163
spinepoint_1_y(929),1504,1740,1409,1385,1536,578,163
spinepoint_1_y(930),1504,1739,1408,1382,1532,578,163
spinepoint_1_y(931),1504,1741,1408,1384,1536,578,162
spinepoint_1_y(932),1504,1745,1408,1385,1536,578,162
spinepoint_1_y(933),1504,1745,1409,1382,1537,578,162
spinepoint_1_y(934),1505,1743,1408,1389,1537,578,161
spinepoint_1_y(935),1504,1745,1408,1385,1537,579,161
spinepoint_1_y(936),1504,1747,1409,1383,1536,580,161
spinepoint_1_y(937),1504,1746,1409,1379,1537,578,161
spinepoint_1_y(938),1504,1746,1409,1390,1539,578,161
spinepoint_1_y(939),1504,1748,1408,1390,1538,578,161
spinepoint_1_y(940),1505,1747,1409,1390,1539,578,161
spinepoint_1_y(941),1506,1746,1409,1383,1539,578,161
spinepoint_1_y(942),1505,1746,1408,1384,1539,578,162
spinepoint_1_y(943),1505,1745,1409,1387,1541,578,161
spinepoint_1_y(944),1507,1745,1409,1391,1540,578,162
spinepoint_1_y(945),1506,1746,1408,1392,1541,578,161
spinepoint_1_y(946),1505,1746,1408,1391,1541,578,160
spinepoint_1_y(947),1506,1744,1409,1389,1542,578,160
spinepoint_1_y(948),1507,1745,1409,1389,1543,578,159
spinepoint_1_y(949),1507,1744,1409,1388,1542,578,159
spinepoint_1_y(950),1507,1745,1410,1388,1543,578,159
spinepoint_1_y(951),1507,1744,1409,1388,1542,579,158
spinepoint_1_y(952),1507,1746,1408,1389,1542,579,159
spinepoint_1_y(953),1507,1746,1407,1387,1542,579,159
spinepoint_1_y(954),1508,1746,1406,1390,1544,579,159
spinepoint_1_y(955),1509,1747,1408,1392,1543,579,159
spinepoint_1_y(956),1508,1746,1408,1393,1544,579,159
spinepoint_1_y(957),1508,1745,1409,1394,1545,579,158
spinepoint_1_y(958),1509,1743,1408,1394,1546,579,158
spinepoint_1_y(959),1509,1743,1408,1394,1545,579,157
spinepoint_1_y(960),1508,1741,1408,1394,1545,579,157
spinepoint_1_y(961),1508,1744,1408,1396,1547,579,157
spinepoint_1_y(962),1509,1742,1409,1394,1547,579,156
spinepoint_1_y(963),1509,1746,1409,1395,1545,579,157
spinepoint_1_y(964),1508,1743,1408,1394,1546,579,157
spinepoint_1_y(965),1510,1746,1411,1395,1546,579,157
spinepoint_1_y(966),1510,1744,1409,1397,1548,579,156
spinepoint_1_y(967),1510,1744,1408,1397,1548,578,157
spinepoint_1_y(968),1510,1745,1409,1397,1549,579,157
spinepoint_1_y(969),1510,1747,1408,1397,1549,579,157
spinepoint_1_y(970),1510,1746,1409,1400,1550,578,156
spinepoint_1_y(971),1510,1743,1406,1400,1551,579,155
spinepoint_1_y(972),1510,1743,1408,1400,1550,579,154
spinepoint_1_y(973),1511,1743,1406,1400,1551,579,154
spinepoint_1_y(974),1512,1743,1408,1400,1550,579,154
spinepoint_1_y(975),1513,1742,1409,1400,1551,579,155
spinepoint_1_y(976),1511,1743,1408,1400,1552,578,153
spinepoint_1_y(977),1511,1745,1409,1401,1553,578,154
spinepoint_1_y(978),1512,1745,1408,1399,1551,578,154
spinepoint_1_y(979),1513,1745,1408,1403,1553,579,154
spinepoint_1_y(980),1512,1746,1407,1403,1553,578,154
spinepoint_1_y(981),1512,1746,1406,1404,1553,578,154
spinepoint_1_y(982),1512,1747,1405,1407,1553,577,154
spinepoint_1_y(983),1513,1745,1404,1405,1553,578,155
spinepoint_1_y(984),1513,1743,1408,1405,1553,578,155
spinepoint_1_y(985),1513,1742,1409,1406,1556,578,154
spinepoint_1_y(986),1514,1741,1408,1409,1555,578,153
spinepoint_1_y(987),1514,1741,1408,1407,1555,578,154
spinepoint_1_y(988),1513,1741,1408,1407,1555,578,154
spinepoint_1_y(989),1513,1740,1408,1411,1556,579,154
spinepoint_1_y(990),1514,1741,1407,1407,1556,578,154
spinepoint_1_y(991),1514,1740,1409,1410,1556,579,155
spinepoint_1_y(992),1514,1741,1408,1408,1557,579,155
spinepoint_1_y(993),1515,1740,1408,1409,1557,578,154
spinepoint_1_y(994),1514,1740,1409,1408,1558,577,154
spinepoint_1_y(995),1515,1740,1404,1409,1559,578,154
spinepoint_1_y(996),1514,1740,1405,1411,1559,578,155
spinepoint_1_y(997),1514,1740,1404,1408,1561,578,155
spinepoint_1_y(998),1514,1740,1403,1407,1561,578,155
spinepoint_1_y(999),1513,1740,1406,1409,1560,578,155
spinepoint_1_y(1000),1514,1740,1409,1405,1559,578,154
spinepoint_1_y(1001),1513,1740,1408,1408,1561,578,154
spinepoint_1_y(1002),1514,1740,1408,1409,1561,578,154
spinepoint_1_y(1003),1513,1740,1408,1407,1559,578,154
spinepoint_1_y(1004),1513,1741,1408,1408,1561,578,154
spinepoint_1_y(1005),1513,1741,1408,1407,1562,578,154
spinepoint_1_y(1006),1513,1742,1408,1407,1562,578,152
spinepoint_1_y(1007),1514,1742,1408,1406,1562,578,153
spinepoint_1_y(1008),1514,1744,1408,1406,1562,578,154
spinepoint_1_y(1009),1513,1742,1410,1405,1561,578,153
spinepoint_1_y(1010),1514,1743,1408,1406,1563,578,153
spinepoint_1_y(1011),1514,1740,1408,1404,1563,578,153
spinepoint_1_y(1012),1514,1744,1408,1407,1564,578,154
spinepoint_1_y(1013),1514,1742,1407,1406,1565,579,154
spinepoint_1_y(1014),1513,1742,1404,1403,1565,579,153
spinepoint_1_y(1015),1513,1741,1405,1402,1566,579,154
spinepoint_1_y(1016),1513,1741,1404,1404,1567,580,153
spinepoint_1_y(1017),1513,1743,1404,1404,1567,579,153
spinepoint_1_y(1018),1512,1742,1405,1404,1567,578,152
spinepoint_1_y(1019),1512,1743,1406,1405,1568,580,154
spinepoint_1_y(1020),1511,1743,1408,1407,1568,579,152
spinepoint_1_y(1021),1511,1744,1408,1406,1568,579,153
spinepoint_1_y(1022),1511,1744,1408,1408,1568,579,152
spinepoint_1_y(1023),1510,1744,1408,1407,1568,580,153
spinepoint_1_y(1024),1510,1745,1407,1408,1569,580,152
spinepoint_1_y(1025),1510,1746,1408,1405,1569,580,151
spinepoint_1_y(1026),1510,1747,1408,1406,1570,579,151
spinepoint_1_y(1027),1509,1747,1408,1405,1571,580,150
spinepoint_1_y(1028),1509,1744,1408,1405,1571,580,150
spinepoint_1_y(1029),1510,1745,1407,1406,1574,580,148
spinepoint_1_y(1030),1509,1745,1408,1407,1574,581,150
spinepoint_1_y(1031),1509,1746,1408,1407,1574,581,149
spinepoint_1_y(1032),1509,1746,1405,1409,1575,581,148
spinepoint_1_y(1033),1509,1746,1405,1407,1575,581,147
spinepoint_1_y(1034),1509,1746,1405,1407,1576,581,148
spinepoint_1_y(1035),1509,1747,1407,1409,1575,581,147
spinepoint_1_y(1036),1509,1747,1408,1407,1574,582,147
spinepoint_1_y(1037),1509,1747,1408,1407,1575,582,147
spinepoint_1_y(1038),1509,1749,1408,1408,1575,579,146
spinepoint_1_y(1039),1508,1748,1408,1408,1576,581,146
spinepoint_1_y(1040),1508,1747,1408,1408,1576,581,146
spinepoint_1_y(1041),1508,1746,1408,1408,1577,582,146
spinepoint_1_y(1042),1508,1748,1409,1407,1579,579,146
spinepoint_1_y(1043),1507,1747,1409,1410,1577,582,146
spinepoint_1_y(1044),1506,1748,1408,1409,1579,582,145
spinepoint_1_y(1045),1506,1750,1408,1410,1580,580,145
spinepoint_1_y(1046),1506,1750,1408,1408,1580,580,143
spinepoint_1_y(1047),1506,1750,1408,1408,1580,579,141
spinepoint_1_y(1048),1506,1750,1408,1408,1580,579,141
spinepoint_1_y(1049),1506,1749,1408,1407,1581,578,144
spinepoint_1_y(1050),1506,1749,1409,1408,1582,578,144
spinepoint_1_y(1051),1506,1750,1405,1408,1582,579,144
spinepoint_1_y(1052),1506,1750,1403,1408,1582,578,139
spinepoint_1_y(1053),1506,1752,1402,1408,1582,579,138
spinepoint_1_y(1054),1506,1751,1403,1408,1583,579,138
spinepoint_1_y(1055),1506,1752,1408,1408,1582,581,139
spinepoint_1_y(1056),1506,1751,1408,1408,1583,581,141
spinepoint_1_y(1057),1507,1752,1409,1408,1585,582,139
spinepoint_1_y(1058),1507,1750,1408,1409,1586,580,139
spinepoint_1_y(1059),1506,1752,1408,1408,1585,580,139
spinepoint_1_y(1060),1506,1751,1409,1407,1585,580,140
spinepoint_1_y(1061),1507,1751,1408,1407,1586,579,134
spinepoint_1_y(1062),1506,1751,1409,1407,1586,582,134
spinepoint_1_y(1063),1507,1753,1409,1410,1586,580,136
spinepoint_1_y(1064),1506,1752,1408,1408,1586,581,136
spinepoint_1_y(1065),1507,1751,1408,1407,1587,580,137
spinepoint_1_y(1066),1507,1751,1407,1408,1588,581,137
spinepoint_1_y(1067),1507,1754,1408,1410,1588,581,135
spinepoint_1_y(1068),1507,1751,1408,1410,1588,581,136
spinepoint_1_y(1069),1507,1752,1408,1410,1587,581,134
spinepoint_1_y(1070),1507,1751,1406,1410,1589,581,134
spinepoint_1_y(1071),1507,1751,1403,1411,1589,580,134
spinepoint_1_y(1072),1507,1750,1403,1414,1589,580,133
spinepoint_1_y(1073),1507,1750,1408,1414,1589,580,134
spinepoint_1_y(1074),1507,1750,1409,1414,1590,579,135
spinepoint_1_y(1075),1507,1750,1408,1415,1592,580,135
spinepoint_1_y(1076),1507,1751,1408,1416,1592,580,134
spinepoint_1_y(1077),1507,1751,1408,1415,1594,580,129
spinepoint_1_y(1078),1506,1751,1409,1416,1595,580,132
spinepoint_1_y(1079),1506,1751,1408,1423,1596,580,130
spinepoint_1_y(1080),1505,1751,1408,1417,1598,581,131
spinepoint_1_y(1081),1506,1752,1408,1419,1597,580,130
spinepoint_1_y(1082),1506,1753,1408,1417,1598,581,132
spinepoint_1_y(1083),1506,1752,1408,1417,1597,582,131
spinepoint_1_y(1084),1506,1753,1408,1417,1597,582,131
spinepoint_1_y(1085),1506,1754,1408,1421,1597,581,128
spinepoint_1_y(1086),1506,1754,1408,1420,1597,581,129
spinepoint_1_y(1087),1505,1755,1408,1421,1598,582,129
spinepoint_1_y(1088),1505,1755,1408,1424,1599,582,129
spinepoint_1_y(1089),1505,1756,1409,1424,1601,582,127
spinepoint_1_y(1090),1504,1756,1408,1421,1603,581,128
spinepoint_1_y(1091),1504,1754,1408,1423,1603,582,127
spinepoint_1_y(1092),1503,1753,1408,1423,1603,583,126
spinepoint_1_y(1093),1504,1752,1408,1424,1605,582,125
spinepoint_1_y(1094),1504,1752,1408,1430,1605,582,126
spinepoint_1_y(1095),1504,1751,1408,1427,1604,582,124
spinepoint_1_y(1096),1504,1751,1409,1426,1606,582,125
spinepoint_1_y(1097),1503,1750,1411,1426,1606,582,124
spinepoint_1_y(1098),1503,1749,1408,1428,1606,582,125
spinepoint_1_y(1099),1503,1748,1408,1428,1606,580,122
spinepoint_1_y(1100),1504,1748,1408,1427,1607,580,126
spinepoint_1_y(1101),1503,1749,1409,1428,1608,580,123
spinepoint_1_y(1102),1503,1750,1408,1428,1610,581,123
spinepoint_1_y(1103),1503,1750,1409,1429,1609,580,122
spinepoint_1_y(1104),1503,1752,1408,1430,1610,582,123
spinepoint_1_y(1105),1503,1752,1408,1431,1611,583,123
spinepoint_1_y(1106),1503,1752,1408,1432,1611,583,122
spinepoint_1_y(1107),1503,1753,1409,1429,1611,583,120
spinepoint_1_y(1108),1503,1754,1408,1430,1611,583,122
spinepoint_1_y(1109),1503,1754,1409,1431,1612,583,123
spinepoint_1_y(1110),1503,1754,1411,1433,1613,583,122
spinepoint_1_y(1111),1504,1755,1409,1432,1612,584,121
spinepoint_1_y(1112),1504,1755,1409,1434,1613,583,121
spinepoint_1_y(1113),1503,1754,1411,1433,1613,583,121
spinepoint_1_y(1114),1503,1755,1407,1435,1613,584,120
spinepoint_1_y(1115),1503,1755,1408,1434,1613,584,119
spinepoint_1_y(1116),1504,1756,1408,1432,1613,584,117
spinepoint_1_y(1117),1504,1756,1409,1435,1613,584,116
spinepoint_1_y(1118),1504,1757,1409,1434,1615,584,116
spinepoint_1_y(1119),1504,1756,1408,1441,1617,584,118
spinepoint_1_y(1120),1504,1758,1409,1439,1617,583,117
spinepoint_1_y(1121),1504,1758,1408,1439,1617,583,117
spinepoint_1_y(1122),1504,1759,1409,1440,1618,583,117
spinepoint_1_y(1123),1504,1757,1408,1437,1618,582,115
spinepoint_1_y(1124),1504,1757,1409,1438,1619,583,116
spinepoint_1_y(1125),1504,1759,1409,1439,1619,582,116
spinepoint_1_y(1126),1504,1759,1408,1439,1617,582,117
spinepoint_1_y(1127),1503,1760,1409,1439,1616,583,115
spinepoint_1_y(1128),1503,1761,1409,1440,1615,584,114
spinepoint_1_y(1129),1503,1760,1408,1443,1615,584,114
spinepoint_1_y(1130),1504,1761,1411,1440,1613,584,113
spinepoint_1_y(1131),1505,1761,1408,1445,1614,586,112
spinepoint_1_y(1132),1504,1762,1408,1445,1615,584,113
spinepoint_1_y(1133),1505,1762,1409,1445,1616,585,113
spinepoint_1_y(1134),1506,1762,1408,1446,1615,585,114
spinepoint_1_y(1135),1507,1760,1408,1445,1615,586,114
spinepoint_1_y(1136),1507,1761,1409,1446,1613,586,113
spinepoint_1_y(1137),1508,1762,1409,1446,1615,586,112
spinepoint_1_y(1138),1508,1760,1411,1447,1613,585,111
spinepoint_1_y(1139),1509,1762,1412,1448,1612,585,110
spinepoint_1_y(1140),1509,1762,1409,1449,1611,586,110
spinepoint_1_y(1141),1509,1763,1411,1450,1610,585,110
spinepoint_1_y(1142),1510,1763,1409,1451,1610,585,111
spinepoint_1_y(1143),1509,1763,1412,1452,1610,585,111
spinepoint_1_y(1144),1509,1761,1408,1451,1610,584,111
spinepoint_1_y(1145),1511,1761,1411,1452,1612,584,110
spinepoint_1_y(1146),1509,1761,1409,1452,1612,584,107
spinepoint_1_y(1147),1509,1760,1410,1452,1610,583,107
spinepoint_1_y(1148),1509,1761,1409,1453,1611,585,108
spinepoint_1_y(1149),1510,1761,1409,1454,1613,585,108
spinepoint_1_y(1150),1509,1761,1409,1455,1612,586,107
spinepoint_1_y(1151),1509,1761,1411,1456,1611,586,107
spinepoint_1_y(1152),1510,1759,1411,1455,1612,586,106
spinepoint_1_y(1153),1511,1759,1411,1451,1614,586,105
spinepoint_1_y(1154),1510,1759,1408,1451,1613,586,106
spinepoint_1_y(1155),1510,1759,1411,1450,1615,586,105
spinepoint_1_y(1156),1510,1758,1411,1450,1614,586,105
spinepoint_1_y(1157),1511,1757,1412,1450,1615,586,105
spinepoint_1_y(1158),1510,1757,1409,1455,1614,586,106
spinepoint_1_y(1159),1510,1756,1412,1456,1615,587,104
spinepoint_1_y(1160),1510,1754,1409,1455,1612,587,103
spinepoint_1_y(1161),1510,1755,1412,1455,1613,586,101
spinepoint_1_y(1162),1510,1758,1412,1460,1612,586,99
spinepoint_1_y(1163),1510,1757,1409,1457,1612,587,100
spinepoint_1_y(1164),1510,1754,1410,1458,1611,588,99
spinepoint_1_y(1165),1510,1755,1410,1458,1610,587,100
spinepoint_1_y(1166),1510,1755,1409,1459,1611,586,99
spinepoint_1_y(1167),1509,1755,1409,1456,1611,587,99
spinepoint_1_y(1168),1509,1755,1409,1455,1610,588,100
spinepoint_1_y(1169),1509,1755,1410,1457,1609,588,99
spinepoint_1_y(1170),1507,1755,1409,1463,1610,587,99
spinepoint_1_y(1171),1507,1756,1409,1459,1610,587,97
spinepoint_1_y(1172),1506,1757,1409,1461,1609,586,98
spinepoint_1_y(1173),1506,1757,1412,1461,1608,586,98
spinepoint_1_y(1174),1506,1757,1412,1462,1608,586,99
spinepoint_1_y(1175),1506,1758,1412,1461,1607,586,97
spinepoint_1_y(1176),1506,1757,1412,1463,1607,586,97
spinepoint_1_y(1177),1505,1757,1409,1463,1607,586,95
spinepoint_1_y(1178),1505,1757,1411,1465,1607,586,96
spinepoint_1_y(1179),1505,1758,1411,1463,1606,586,95
spinepoint_1_y(1180),1503,1758,1411,1467,1606,586,94
spinepoint_1_y(1181),1503,1758,1409,1469,1606,587,93
spinepoint_1_y(1182),1501,1758,1409,1466,1607,587,94
spinepoint_1_y(1183),1501,1757,1410,1467,1607,588,94
spinepoint_1_y(1184),1501,1759,1410,1468,1607,588,93
spinepoint_1_y(1185),1504,1758,1409,1465,1607,588,93
spinepoint_1_y(1186),1504,1758,1413,1469,1607,588,93
spinepoint_1_y(1187),1503,1758,1413,1467,1608,588,94
spinepoint_1_y(1188),1500,1758,1409,1472,1608,588,93
spinepoint_1_y(1189),1502,1759,1410,1469,1608,589,93
spinepoint_1_y(1190),1503,1758,1409,1469,1608,589,92
spinepoint_1_y(1191),1501,1759,1413,1474,1608,589,88
spinepoint_1_y(1192),1502,1760,1410,1472,1609,588,89
spinepoint_1_y(1193),1501,1760,1409,1475,1609,588,88
spinepoint_1_y(1194),1501,1760,1412,1473,1608,588,86
spinepoint_1_y(1195),1501,1760,1413,1476,1609,589,87
spinepoint_1_y(1196),1499,1759,1409,1474,1610,589,87
spinepoint_1_y(1197),1499,1758,1412,1478,1609,588,87
spinepoint_1_y(1198),1499,1758,1411,1474,1609,589,88
spinepoint_1_y(1199),1498,1757,1412,1476,1609,587,87
spinepoint_1_y(1200),1499,1758,1412,1479,1608,588,88
spinepoint_1_y(1201),1498,1757,1413,1478,1609,588,87
spinepoint_1_y(1202),1498,1756,1413,1479,1609,588,86
spinepoint_1_y(1203),1497,1757,1413,1480,1608,589,86
spinepoint_1_y(1204),1496,1755,1409,1483,1608,589,87
spinepoint_1_y(1205),1496,1757,1410,1482,1608,589,86
spinepoint_1_y(1206),1496,1754,1410,1481,1608,588,85
spinepoint_1_y(1207),1496,1755,1410,1483,1607,590,85
spinepoint_1_y(1208),1495,1755,1410,1484,1608,590,84
spinepoint_1_y(1209),1494,1754,1413,1486,1608,590,82
spinepoint_1_y(1210),1495,1754,1401,1487,1608,591,83
spinepoint_1_y(1211),1495,1755,1402,1486,1608,591,82
spinepoint_1_y(1212),1495,1754,1402,1483,1609,592,82
spinepoint_1_y(1213),1494,1754,1402,1483,1610,592,83
spinepoint_1_y(1214),1493,1755,1401,1488,1609,592,83
spinepoint_1_y(1215),1493,1755,1402,1484,1609,592,83
spinepoint_1_y(1216),1494,1754,1401,1487,1608,591,81
spinepoint_1_y(1217),1493,1755,1402,1483,1608,592,81
spinepoint_1_y(1218),1491,1755,1402,1484,1608,592,81
spinepoint_1_y(1219),1491,1755,1402,1488,1610,591,81
spinepoint_1_y(1220),1492,1756,1402,1487,1609,591,81
spinepoint_1_y(1221),1491,1755,1402,1487,1609,591,80
spinepoint_1_y(1222),1492,1755,1402,1486,1611,592,80
spinepoint_1_y(1223),1492,1755,1402,1487,1611,592,79
spinepoint_1_y(1224),1491,1755,1401,1485,1611,593,78
spinepoint_1_y(1225),1491,1755,1401,1486,1611,593,79
spinepoint_1_y(1226),1491,1756,1402,1485,1612,593,79
spinepoint_1_y(1227),1492,1756,1402,1486,1612,592,77
spinepoint_1_y(1228),1490,1756,1402,1489,1612,592,77
spinepoint_1_y(1229),1489,1756,1402,1489,1612,592,76
spinepoint_1_y(1230),1490,1757,1402,1489,1613,591,78
spinepoint_1_y(1231),1491,1757,1402,1488,1613,591,78
spinepoint_1_y(1232),1489,1758,1403,1487,1613,591,78
spinepoint_1_y(1233),1488,1758,1403,1489,1614,592,77
spinepoint_1_y(1234),1488,1759,1413,1490,1613,592,77
spinepoint_2_x(0),624,186,642,879,127,409,882
spinepoint_2_x(1),624,186,642,879,127,409,882
spinepoint_2_x(2),624,185,643,879,127,410,882
spinepoint_2_x(3),625,186,642,878,127,411,882
spinepoint_2_x(4),625,185,642,878,127,413,883
spinepoint_2_x(5),627,185,643,878,126,416,882
spinepoint_2_x(6),627,186,642,878,126,415,883
spinepoint_2_x(7),626,186,642,877,126,416,883
spinepoint_2_x(8),626,186,643,877,126,418,883
spinepoint_2_x(9),627,186,643,878,126,419,883
spinepoint_2_x(10),627,186,643,878,127,419,884
spinepoint_2_x(11),627,186,643,879,126,418,884
spinepoint_2_x(12),626,186,645,879,126,419,884
spinepoint_2_x(13),627,187,645,878,126,420,884
spinepoint_2_x(14),627,186,646,878,126,423,883
spinepoint_2_x(15),627,186,646,878,126,423,883
spinepoint_2_x(16),625,186,646,878,126,424,883
spinepoint_2_x(17),627,186,646,878,126,424,883
spinepoint_2_x(18),626,186,646,879,126,424,884
spinepoint_2_x(19),626,187,646,879,126,423,884
spinepoint_2_x(20),626,187,648,879,126,427,884
spinepoint_2_x(21),625,187,647,879,125,427,884
spinepoint_2_x(22),624,187,648,879,125,427,884
spinepoint_2_x(23),624,186,648,880,125,427,885
spinepoint_2_x(24),624,187,649,880,125,426,886
spinepoint_2_x(25),625,187,649,880,126,427,885
spinepoint_2_x(26),624,187,650,880,125,424,886
spinepoint_2_x(27),625,187,650,880,125,427,885
spinepoint_2_x(28),625,187,651,880,125,426,886
spinepoint_2_x(29),626,187,652,880,125,426,885
spinepoint_2_x(30),626,187,652,881,125,428,886
spinepoint_2_x(31),627,187,653,881,125,428,886
spinepoint_2_x(32),627,187,653,881,125,428,886
