,larva(0),larva(1),larva(2),larva(3),larva(4),larva(7),larva(9)
mom_y(270),1394,1452,1286,1154,1225,560,393
mom_y(271),1395,1451,1286,1154,1225,559,392
mom_y(272),1395,1452,1286,1155,1225,558,392
mom_y(273),1395,1452,1286,1156,1225,559,392
mom_y(274),1396,1452,1287,1156,1226,559,391
mom_y(275),1396,1452,1286,1156,1226,559,391
mom_y(276),1396,1452,1286,1156,1228,559,391
mom_y(277),1396,1451,1286,1157,1229,559,391
mom_y(278),1396,1450,1286,1157,1229,559,390
mom_y(279),1396,1450,1286,1158,1230,559,390
mom_y(280),1396,1450,1287,1159,1231,558,389
mom_y(281),1396,1449,1288,1159,1232,559,388
mom_y(282),1396,1449,1288,1159,1233,558,387
mom_y(283),1396,1448,1288,1159,1234,558,387
mom_y(284),1396,1448,1288,1160,1234,558,386
mom_y(285),1394,1447,1288,1160,1234,559,386
mom_y(286),1394,1447,1289,1161,1234,559,386
mom_y(287),1393,1447,1290,1162,1235,558,386
mom_y(288),1392,1447,1290,1162,1236,559,386
mom_y(289),1392,1447,1290,1163,1237,559,385
mom_y(290),1392,1447,1290,1163,1237,559,384
mom_y(291),1392,1447,1290,1164,1238,559,384
mom_y(292),1393,1447,1290,1165,1239,559,384
mom_y(293),1393,1446,1290,1165,1240,559,383
mom_y(294),1392,1446,1291,1166,1241,559,383
mom_y(295),1391,1446,1291,1166,1241,559,382
mom_y(296),1391,1447,1292,1166,1242,559,382
mom_y(297),1391,1446,1292,1167,1243,559,381
mom_y(298),1391,1446,1293,1168,1243,558,380
mom_y(299),1391,1446,1293,1168,1242,558,380
mom_y(300),1391,1446,1293,1169,1243,558,380
mom_y(301),1391,1447,1293,1170,1244,558,380
mom_y(302),1390,1447,1293,1171,1245,558,380
mom_y(303),1391,1447,1294,1172,1245,559,380
mom_y(304),1391,1447,1294,1172,1246,558,379
mom_y(305),1390,1447,1294,1172,1246,558,378
mom_y(306),1390,1447,1295,1173,1247,558,378
mom_y(307),1390,1447,1296,1174,1248,558,377
mom_y(308),1390,1447,1295,1174,1249,558,377
mom_y(309),1390,1448,1295,1175,1250,558,377
mom_y(310),1390,1447,1295,1175,1250,559,377
mom_y(311),1391,1447,1295,1176,1250,558,376
mom_y(312),1391,1447,1295,1177,1251,558,376
mom_y(313),1390,1447,1296,1178,1251,558,375
mom_y(314),1391,1447,1296,1178,1250,558,374
mom_y(315),1391,1447,1296,1178,1251,558,374
mom_y(316),1391,1447,1297,1178,1252,558,373
mom_y(317),1390,1446,1297,1179,1252,558,373
mom_y(318),1390,1446,1298,1179,1254,558,373
mom_y(319),1391,1445,1298,1179,1254,559,373
mom_y(320),1390,1445,1299,1179,1254,559,373
mom_y(321),1390,1445,1301,1179,1255,559,373
mom_y(322),1390,1446,1301,1180,1256,559,372
mom_y(323),1391,1446,1301,1180,1258,559,371
mom_y(324),1391,1447,1301,1181,1258,558,371
mom_y(325),1391,1447,1302,1181,1259,558,370
mom_y(326),1392,1447,1302,1181,1259,559,370
mom_y(327),1392,1447,1302,1181,1259,559,370
mom_y(328),1391,1447,1302,1181,1258,558,370
mom_y(329),1391,1447,1303,1182,1259,558,369
mom_y(330),1391,1447,1304,1182,1260,558,369
mom_y(331),1392,1447,1304,1183,1261,558,368
mom_y(332),1392,1447,1305,1183,1261,558,368
mom_y(333),1392,1447,1306,1184,1262,559,367
mom_y(334),1392,1447,1307,1184,1263,559,366
mom_y(335),1392,1447,1308,1184,1264,559,366
mom_y(336),1393,1448,1308,1185,1265,559,366
mom_y(337),1393,1448,1308,1185,1266,559,366
mom_y(338),1393,1448,1308,1186,1267,559,366
mom_y(339),1394,1448,1308,1186,1267,559,366
mom_y(340),1395,1448,1309,1187,1267,559,365
mom_y(341),1396,1448,1310,1187,1267,558,365
mom_y(342),1396,1448,1310,1188,1267,558,364
mom_y(343),1395,1448,1311,1188,1268,558,363
mom_y(344),1395,1448,1312,1188,1269,559,363
mom_y(345),1395,1449,1313,1188,1269,559,363
mom_y(346),1395,1449,1314,1188,1270,558,362
mom_y(347),1395,1449,1315,1188,1271,558,362
mom_y(348),1395,1449,1315,1188,1271,558,362
mom_y(349),1395,1450,1315,1188,1272,558,361
mom_y(350),1395,1451,1315,1188,1273,558,361
mom_y(351),1395,1451,1316,1186,1274,559,361
mom_y(352),1396,1452,1316,1185,1275,559,360
mom_y(353),1395,1452,1317,1184,1275,559,360
mom_y(354),1395,1452,1318,1184,1276,559,359
mom_y(355),1396,1452,1319,1184,1276,559,359
mom_y(356),1397,1453,1320,1186,1276,559,359
mom_y(357),1397,1453,1320,1187,1276,559,359
mom_y(358),1397,1454,1321,1187,1276,559,359
mom_y(359),1397,1455,1322,1187,1278,559,359
mom_y(360),1397,1455,1322,1186,1278,559,358
mom_y(361),1397,1456,1322,1186,1279,559,358
mom_y(362),1397,1456,1323,1185,1279,559,357
mom_y(363),1397,1457,1323,1184,1280,559,357
mom_y(364),1398,1457,1323,1184,1281,559,357
mom_y(365),1398,1457,1323,1184,1282,559,356
mom_y(366),1398,1457,1324,1184,1283,559,356
mom_y(367),1398,1458,1324,1184,1283,559,356
mom_y(368),1398,1459,1325,1183,1283,559,356
mom_y(369),1398,1459,1326,1183,1284,559,355
mom_y(370),1398,1459,1326,1183,1284,559,355
mom_y(371),1399,1459,1327,1183,1284,559,354
mom_y(372),1399,1460,1328,1184,1285,559,353
mom_y(373),1398,1460,1328,1184,1285,559,352
mom_y(374),1399,1460,1329,1184,1286,559,352
mom_y(375),1399,1461,1329,1184,1288,559,352
mom_y(376),1399,1461,1329,1184,1288,559,352
mom_y(377),1399,1461,1329,1184,1288,560,352
mom_y(378),1399,1461,1330,1184,1288,560,351
mom_y(379),1400,1461,1330,1184,1290,560,351
mom_y(380),1400,1462,1330,1184,1291,560,350
mom_y(381),1400,1462,1330,1185,1292,560,350
mom_y(382),1400,1463,1330,1184,1293,560,349
mom_y(383),1400,1463,1330,1184,1293,560,349
mom_y(384),1400,1464,1330,1184,1293,560,349
mom_y(385),1400,1464,1330,1184,1293,560,349
mom_y(386),1400,1464,1330,1184,1293,560,348
mom_y(387),1400,1465,1330,1184,1292,559,347
mom_y(388),1400,1466,1330,1184,1293,559,348
mom_y(389),1401,1466,1330,1183,1293,559,346
mom_y(390),1401,1466,1330,1184,1293,559,345
mom_y(391),1401,1467,1330,1183,1293,559,345
mom_y(392),1401,1467,1330,1184,1293,559,345
mom_y(393),1401,1467,1330,1184,1293,559,345
mom_y(394),1401,1468,1330,1186,1293,559,345
mom_y(395),1402,1469,1330,1186,1293,559,344
mom_y(396),1402,1469,1329,1186,1293,559,344
mom_y(397),1402,1469,1329,1187,1294,559,343
mom_y(398),1402,1470,1329,1187,1294,559,343
mom_y(399),1402,1471,1329,1187,1294,559,342
mom_y(400),1402,1471,1329,1187,1294,559,342
mom_y(401),1402,1471,1329,1187,1294,558,341
mom_y(402),1402,1472,1329,1187,1295,559,341
mom_y(403),1403,1472,1329,1188,1295,559,340
mom_y(404),1403,1473,1329,1188,1296,559,339
mom_y(405),1403,1473,1329,1188,1296,559,338
mom_y(406),1403,1474,1329,1189,1297,559,338
mom_y(407),1403,1475,1329,1188,1298,559,338
mom_y(408),1403,1476,1328,1188,1298,559,338
mom_y(409),1404,1477,1328,1188,1298,559,337
mom_y(410),1404,1477,1328,1188,1299,559,337
mom_y(411),1404,1478,1328,1188,1299,559,337
mom_y(412),1404,1478,1328,1188,1299,559,336
mom_y(413),1404,1478,1328,1188,1300,559,335
mom_y(414),1404,1478,1328,1188,1301,559,335
mom_y(415),1404,1479,1328,1188,1301,558,334
mom_y(416),1404,1480,1327,1189,1302,558,334
mom_y(417),1404,1481,1327,1190,1302,558,334
mom_y(418),1405,1481,1327,1190,1302,558,334
mom_y(419),1405,1482,1327,1190,1303,558,334
mom_y(420),1404,1483,1326,1191,1304,558,334
mom_y(421),1405,1483,1326,1190,1305,558,333
mom_y(422),1405,1484,1326,1191,1306,559,333
mom_y(423),1406,1484,1326,1191,1306,559,333
mom_y(424),1406,1484,1326,1191,1306,559,332
mom_y(425),1406,1484,1327,1191,1307,559,331
mom_y(426),1406,1485,1327,1192,1307,559,331
mom_y(427),1406,1486,1327,1192,1307,559,331
mom_y(428),1406,1487,1328,1192,1308,559,331
mom_y(429),1407,1488,1328,1192,1308,559,331
mom_y(430),1407,1488,1328,1192,1308,559,331
mom_y(431),1407,1489,1329,1192,1309,559,330
mom_y(432),1407,1489,1329,1192,1309,559,330
mom_y(433),1408,1490,1330,1192,1310,559,329
mom_y(434),1408,1490,1330,1192,1310,558,328
mom_y(435),1409,1490,1330,1193,1310,558,328
mom_y(436),1409,1491,1330,1193,1311,558,328
mom_y(437),1409,1492,1331,1193,1311,558,328
mom_y(438),1409,1492,1331,1194,1312,558,327
mom_y(439),1409,1493,1331,1195,1312,558,327
mom_y(440),1409,1494,1331,1194,1313,558,327
mom_y(441),1410,1494,1331,1194,1314,558,326
mom_y(442),1410,1495,1331,1195,1314,558,325
mom_y(443),1410,1495,1331,1195,1314,558,325
mom_y(444),1410,1495,1331,1194,1314,558,324
mom_y(445),1410,1495,1331,1196,1314,558,324
mom_y(446),1410,1497,1331,1195,1315,558,324
mom_y(447),1410,1498,1331,1195,1315,558,324
mom_y(448),1411,1498,1331,1195,1316,559,323
mom_y(449),1411,1499,1330,1195,1317,559,322
mom_y(450),1411,1500,1329,1195,1318,559,321
mom_y(451),1411,1500,1328,1195,1318,559,321
mom_y(452),1412,1501,1329,1195,1319,558,321
mom_y(453),1412,1501,1329,1195,1320,558,321
mom_y(454),1412,1501,1329,1194,1321,558,321
mom_y(455),1412,1502,1329,1194,1321,558,321
mom_y(456),1412,1503,1329,1194,1321,558,320
mom_y(457),1412,1504,1329,1194,1321,558,320
mom_y(458),1412,1504,1329,1195,1322,558,319
mom_y(459),1412,1505,1330,1194,1322,558,318
mom_y(460),1412,1506,1330,1193,1322,558,317
mom_y(461),1412,1507,1330,1193,1323,558,317
mom_y(462),1412,1507,1330,1193,1324,558,317
mom_y(463),1412,1507,1330,1192,1324,558,317
mom_y(464),1412,1507,1330,1192,1325,558,317
mom_y(465),1411,1508,1330,1193,1326,558,317
mom_y(466),1411,1508,1331,1193,1326,558,316
mom_y(467),1411,1509,1331,1192,1327,558,315
mom_y(468),1411,1510,1332,1193,1328,558,315
mom_y(469),1412,1510,1332,1192,1329,558,315
mom_y(470),1412,1511,1332,1192,1329,558,315
mom_y(471),1413,1511,1332,1192,1329,558,315
mom_y(472),1413,1511,1333,1192,1329,558,315
mom_y(473),1414,1512,1333,1192,1330,558,315
mom_y(474),1414,1512,1334,1191,1331,558,315
mom_y(475),1414,1512,1335,1191,1331,558,314
mom_y(476),1414,1512,1335,1191,1332,558,314
mom_y(477),1415,1513,1336,1191,1333,558,314
mom_y(478),1416,1513,1336,1191,1334,558,313
mom_y(479),1416,1514,1336,1191,1335,558,312
mom_y(480),1416,1514,1336,1191,1336,558,311
mom_y(481),1416,1514,1336,1191,1336,558,311
mom_y(482),1417,1514,1337,1190,1336,558,311
mom_y(483),1417,1515,1338,1191,1336,558,311
mom_y(484),1417,1515,1338,1191,1337,558,311
mom_y(485),1418,1516,1339,1191,1337,558,311
mom_y(486),1419,1516,1338,1191,1338,558,310
mom_y(487),1419,1517,1339,1191,1340,558,309
mom_y(488),1419,1517,1339,1191,1340,558,309
mom_y(489),1419,1517,1339,1192,1341,559,309
mom_y(490),1419,1517,1340,1192,1341,559,309
mom_y(491),1420,1517,1340,1192,1342,559,308
mom_y(492),1420,1518,1340,1193,1343,559,308
mom_y(493),1421,1519,1341,1194,1344,559,307
mom_y(494),1421,1520,1341,1195,1344,559,307
mom_y(495),1422,1520,1341,1195,1345,559,306
mom_y(496),1422,1521,1341,1195,1345,558,305
mom_y(497),1423,1521,1341,1195,1345,558,305
mom_y(498),1423,1522,1341,1196,1345,558,305
mom_y(499),1423,1522,1341,1197,1346,558,305
mom_y(500),1424,1523,1342,1197,1347,558,305
mom_y(501),1424,1523,1341,1197,1348,558,305
mom_y(502),1425,1523,1343,1197,1348,558,304
mom_y(503),1425,1524,1343,1198,1349,558,304
mom_y(504),1425,1525,1343,1198,1350,558,303
mom_y(505),1426,1526,1344,1199,1351,558,302
mom_y(506),1427,1526,1344,1199,1352,559,302
mom_y(507),1428,1527,1343,1199,1353,559,302
mom_y(508),1428,1527,1343,1198,1353,559,302
mom_y(509),1428,1528,1344,1200,1353,559,302
mom_y(510),1428,1528,1343,1200,1353,559,301
mom_y(511),1428,1529,1343,1200,1354,560,301
mom_y(512),1429,1529,1344,1201,1355,560,300
mom_y(513),1429,1529,1344,1202,1355,560,300
mom_y(514),1429,1530,1345,1203,1357,560,299
mom_y(515),1430,1531,1346,1203,1357,560,298
mom_y(516),1431,1531,1346,1203,1357,560,298
mom_y(517),1431,1532,1346,1203,1358,560,298
mom_y(518),1431,1533,1346,1204,1360,559,299
mom_y(519),1431,1533,1346,1204,1360,560,298
mom_y(520),1431,1534,1346,1205,1360,559,298
mom_y(521),1432,1535,1347,1205,1361,560,297
mom_y(522),1432,1535,1347,1206,1361,560,296
mom_y(523),1433,1535,1347,1207,1361,560,295
mom_y(524),1434,1535,1348,1207,1362,560,295
mom_y(525),1434,1536,1349,1208,1362,560,295
mom_y(526),1434,1536,1349,1208,1363,560,295
mom_y(527),1435,1537,1349,1208,1364,560,295
mom_y(528),1435,1538,1350,1208,1364,560,294
mom_y(529),1436,1538,1350,1209,1365,560,294
mom_y(530),1437,1538,1350,1209,1367,560,294
mom_y(531),1437,1538,1350,1209,1368,560,294
mom_y(532),1437,1538,1350,1209,1368,560,294
mom_y(533),1437,1539,1351,1209,1369,560,293
mom_y(534),1437,1539,1352,1210,1369,560,292
mom_y(535),1437,1540,1352,1211,1369,560,292
mom_y(536),1438,1541,1352,1211,1369,560,291
mom_y(537),1438,1541,1352,1212,1370,560,291
mom_y(538),1438,1541,1353,1212,1370,560,291
mom_y(539),1438,1541,1353,1213,1371,560,291
mom_y(540),1438,1541,1353,1214,1372,560,291
mom_y(541),1438,1542,1354,1214,1373,560,290
mom_y(542),1438,1543,1354,1215,1374,560,289
mom_y(543),1438,1543,1355,1215,1375,560,289
mom_y(544),1438,1543,1355,1215,1376,560,289
mom_y(545),1437,1542,1355,1216,1376,560,289
mom_y(546),1437,1542,1355,1216,1376,560,289
mom_y(547),1437,1542,1355,1216,1376,560,289
mom_y(548),1437,1542,1356,1217,1376,560,288
mom_y(549),1436,1543,1355,1218,1377,560,288
mom_y(550),1436,1543,1355,1218,1378,560,288
mom_y(551),1436,1544,1356,1218,1379,559,287
mom_y(552),1436,1544,1355,1218,1381,559,287
mom_y(553),1436,1544,1356,1219,1382,559,286
mom_y(554),1436,1544,1356,1219,1382,559,285
mom_y(555),1435,1544,1356,1220,1383,559,285
mom_y(556),1435,1544,1357,1221,1383,559,285
mom_y(557),1435,1545,1356,1221,1383,559,285
mom_y(558),1435,1545,1355,1222,1384,559,285
mom_y(559),1435,1546,1353,1222,1384,559,285
mom_y(560),1434,1547,1353,1222,1385,559,284
mom_y(561),1435,1547,1353,1223,1386,560,284
mom_y(562),1435,1548,1354,1223,1387,559,283
mom_y(563),1436,1548,1354,1224,1388,560,283
mom_y(564),1438,1548,1354,1225,1390,559,282
mom_y(565),1440,1549,1355,1226,1391,560,282
mom_y(566),1440,1550,1355,1226,1391,560,282
mom_y(567),1440,1551,1355,1226,1391,560,282
mom_y(568),1440,1552,1355,1226,1391,560,281
mom_y(569),1440,1552,1355,1227,1391,560,281
mom_y(570),1440,1553,1355,1227,1392,560,280
mom_y(571),1441,1553,1354,1228,1393,560,279
mom_y(572),1441,1554,1353,1229,1394,560,279
mom_y(573),1441,1555,1353,1230,1395,560,279
mom_y(574),1441,1555,1353,1230,1396,560,279
mom_y(575),1441,1556,1352,1230,1398,560,279
mom_y(576),1441,1556,1352,1231,1398,560,279
mom_y(577),1441,1557,1352,1231,1399,560,279
mom_y(578),1441,1557,1353,1232,1399,560,278
mom_y(579),1441,1558,1352,1232,1399,560,277
mom_y(580),1441,1559,1351,1232,1400,560,276
mom_y(581),1441,1561,1351,1233,1400,560,276
mom_y(582),1442,1562,1350,1233,1401,560,276
mom_y(583),1443,1562,1350,1233,1402,560,276
mom_y(584),1443,1563,1350,1234,1403,560,276
mom_y(585),1444,1563,1350,1235,1403,560,276
mom_y(586),1444,1564,1351,1235,1404,560,275
mom_y(587),1444,1564,1351,1235,1405,560,275
mom_y(588),1445,1565,1351,1236,1406,560,275
mom_y(589),1445,1566,1351,1237,1406,560,274
mom_y(590),1445,1567,1351,1237,1407,560,274
mom_y(591),1445,1567,1351,1237,1407,560,273
mom_y(592),1445,1568,1351,1238,1407,560,272
mom_y(593),1445,1569,1352,1238,1407,560,272
mom_y(594),1445,1569,1352,1239,1408,560,272
mom_y(595),1445,1570,1352,1239,1409,560,272
mom_y(596),1445,1571,1352,1239,1410,560,272
mom_y(597),1445,1571,1352,1240,1412,560,272
mom_y(598),1445,1572,1352,1241,1413,559,271
mom_y(599),1445,1572,1352,1241,1414,560,271
mom_y(600),1445,1572,1352,1242,1414,560,270
mom_y(601),1445,1573,1352,1243,1414,560,270
mom_y(602),1445,1574,1353,1243,1414,560,269
mom_y(603),1445,1575,1352,1244,1415,559,269
mom_y(604),1445,1576,1352,1244,1415,560,269
mom_y(605),1444,1577,1352,1244,1415,560,268
mom_y(606),1444,1578,1352,1245,1416,560,267
mom_y(607),1444,1578,1353,1246,1417,560,266
mom_y(608),1444,1578,1353,1247,1418,560,266
mom_y(609),1444,1578,1353,1247,1419,560,266
mom_y(610),1445,1579,1353,1247,1420,560,265
mom_y(611),1445,1579,1353,1248,1420,560,265
mom_y(612),1445,1580,1354,1248,1420,560,265
mom_y(613),1446,1581,1354,1248,1421,560,264
mom_y(614),1447,1582,1354,1248,1421,560,263
mom_y(615),1447,1582,1353,1249,1421,560,263
mom_y(616),1447,1582,1353,1250,1421,560,262
mom_y(617),1447,1583,1353,1250,1422,560,261
mom_y(618),1448,1584,1354,1250,1423,560,261
mom_y(619),1448,1585,1354,1250,1424,560,260
mom_y(620),1448,1586,1355,1252,1424,560,259
mom_y(621),1449,1586,1355,1252,1425,560,259
mom_y(622),1449,1586,1355,1253,1426,560,259
mom_y(623),1449,1587,1355,1253,1427,560,259
mom_y(624),1449,1587,1356,1254,1428,560,259
mom_y(625),1449,1588,1356,1255,1428,560,258
mom_y(626),1450,1588,1356,1256,1429,560,257
mom_y(627),1450,1590,1357,1256,1429,560,257
mom_y(628),1451,1591,1357,1257,1429,560,256
mom_y(629),1452,1592,1357,1258,1430,560,256
mom_y(630),1452,1593,1357,1258,1430,560,256
mom_y(631),1452,1594,1357,1258,1432,560,256
mom_y(632),1452,1594,1357,1258,1432,560,255
mom_y(633),1453,1594,1358,1259,1434,560,255
mom_y(634),1453,1595,1358,1259,1435,560,254
mom_y(635),1454,1595,1359,1259,1436,560,253
mom_y(636),1454,1595,1359,1259,1437,560,252
mom_y(637),1455,1597,1359,1260,1437,559,252
mom_y(638),1455,1597,1359,1261,1437,559,252
mom_y(639),1456,1598,1359,1261,1437,560,252
mom_y(640),1456,1600,1359,1261,1437,559,252
mom_y(641),1456,1601,1360,1261,1438,559,251
mom_y(642),1456,1601,1360,1261,1438,560,251
mom_y(643),1456,1602,1361,1261,1439,560,250
mom_y(644),1456,1602,1361,1261,1440,559,249
mom_y(645),1456,1602,1361,1261,1440,560,249
mom_y(646),1456,1602,1361,1261,1441,560,248
mom_y(647),1455,1603,1362,1262,1441,560,247
mom_y(648),1454,1603,1362,1263,1442,560,246
mom_y(649),1454,1604,1362,1263,1443,560,246
mom_y(650),1453,1605,1362,1264,1444,560,246
mom_y(651),1453,1606,1363,1264,1444,560,246
mom_y(652),1454,1607,1363,1264,1444,560,246
mom_y(653),1454,1608,1363,1265,1445,560,245
mom_y(654),1455,1609,1363,1266,1445,560,244
mom_y(655),1455,1608,1363,1266,1445,559,244
mom_y(656),1454,1609,1364,1267,1446,560,243
mom_y(657),1453,1609,1364,1267,1447,560,243
mom_y(658),1452,1609,1365,1267,1447,560,243
mom_y(659),1451,1610,1366,1268,1447,560,242
mom_y(660),1451,1611,1366,1268,1447,560,241
mom_y(661),1450,1611,1366,1269,1447,560,240
mom_y(662),1450,1612,1367,1269,1447,560,240
mom_y(663),1450,1613,1367,1270,1447,560,240
mom_y(664),1451,1613,1367,1271,1447,560,240
mom_y(665),1451,1614,1367,1272,1447,560,240
mom_y(666),1451,1614,1368,1273,1447,560,240
mom_y(667),1451,1615,1368,1273,1447,560,239
mom_y(668),1452,1615,1368,1274,1447,560,238
mom_y(669),1452,1615,1369,1274,1447,560,238
mom_y(670),1452,1615,1369,1274,1447,560,238
mom_y(671),1452,1616,1370,1274,1446,560,238
mom_y(672),1452,1617,1370,1275,1446,560,238
mom_y(673),1453,1617,1371,1275,1447,560,238
mom_y(674),1453,1617,1371,1276,1447,560,237
mom_y(675),1453,1617,1372,1277,1446,560,237
mom_y(676),1453,1618,1372,1277,1446,560,237
mom_y(677),1453,1619,1372,1280,1447,560,236
mom_y(678),1454,1619,1373,1280,1447,560,235
mom_y(679),1454,1620,1373,1280,1446,560,235
mom_y(680),1454,1620,1374,1280,1447,560,234
mom_y(681),1454,1621,1374,1281,1447,560,234
mom_y(682),1454,1621,1374,1282,1447,560,234
mom_y(683),1454,1621,1375,1282,1447,560,234
mom_y(684),1454,1621,1375,1283,1447,560,233
mom_y(685),1455,1621,1376,1284,1448,560,233
mom_y(686),1454,1622,1376,1284,1448,560,232
mom_y(687),1455,1623,1376,1285,1448,560,232
mom_y(688),1455,1624,1376,1286,1449,560,232
mom_y(689),1455,1625,1377,1286,1450,560,232
mom_y(690),1455,1625,1377,1287,1451,560,231
mom_y(691),1455,1626,1377,1287,1452,560,231
mom_y(692),1456,1627,1378,1288,1453,561,231
mom_y(693),1456,1627,1379,1289,1453,561,231
mom_y(694),1456,1628,1379,1291,1453,561,230
mom_y(695),1456,1628,1379,1292,1453,561,230
mom_y(696),1457,1628,1379,1292,1453,560,229
mom_y(697),1457,1628,1380,1292,1454,561,229
mom_y(698),1458,1629,1380,1292,1455,561,228
mom_y(699),1458,1630,1381,1292,1455,560,228
mom_y(700),1458,1631,1382,1293,1456,560,228
mom_y(701),1458,1632,1382,1293,1457,560,228
mom_y(702),1458,1633,1382,1294,1458,560,228
mom_y(703),1459,1634,1382,1294,1458,561,227
mom_y(704),1459,1634,1383,1293,1459,561,227
mom_y(705),1459,1634,1383,1296,1460,561,227
mom_y(706),1460,1635,1384,1296,1460,561,226
mom_y(707),1460,1635,1384,1297,1460,561,226
mom_y(708),1461,1636,1384,1297,1460,561,226
mom_y(709),1461,1637,1384,1297,1461,561,226
mom_y(710),1461,1638,1384,1298,1461,561,225
mom_y(711),1461,1639,1384,1298,1461,561,225
mom_y(712),1461,1640,1384,1299,1461,561,224
mom_y(713),1461,1641,1384,1299,1462,561,224
mom_y(714),1462,1641,1384,1299,1462,561,223
mom_y(715),1462,1642,1384,1300,1462,561,222
mom_y(716),1462,1642,1384,1300,1462,561,222
mom_y(717),1463,1642,1384,1301,1462,561,222
mom_y(718),1464,1643,1385,1300,1463,561,222
mom_y(719),1464,1643,1386,1301,1463,561,221
mom_y(720),1464,1645,1387,1303,1463,561,221
mom_y(721),1464,1647,1387,1303,1463,561,221
mom_y(722),1464,1648,1387,1303,1464,561,220
mom_y(723),1464,1648,1387,1303,1465,561,220
mom_y(724),1465,1649,1388,1304,1466,561,219
mom_y(725),1465,1649,1388,1305,1466,561,219
mom_y(726),1466,1649,1388,1305,1467,562,219
mom_y(727),1466,1650,1389,1305,1467,562,218
mom_y(728),1466,1652,1389,1306,1467,562,218
mom_y(729),1466,1653,1389,1306,1467,562,217
mom_y(730),1467,1654,1389,1306,1468,562,216
mom_y(731),1467,1655,1389,1307,1468,562,215
mom_y(732),1467,1655,1390,1307,1469,562,215
mom_y(733),1467,1655,1390,1308,1469,562,215
mom_y(734),1467,1655,1390,1308,1469,562,215
mom_y(735),1468,1656,1390,1309,1470,563,215
mom_y(736),1469,1656,1391,1310,1471,563,214
mom_y(737),1469,1656,1391,1310,1471,563,213
mom_y(738),1469,1658,1391,1310,1471,563,213
mom_y(739),1470,1658,1392,1310,1472,562,212
mom_y(740),1470,1660,1392,1311,1473,563,212
mom_y(741),1471,1661,1392,1312,1474,563,212
mom_y(742),1471,1662,1393,1311,1474,562,212
mom_y(743),1471,1662,1393,1312,1474,562,212
mom_y(744),1471,1662,1393,1312,1474,562,212
mom_y(745),1472,1662,1394,1313,1475,562,211
mom_y(746),1472,1663,1394,1315,1476,562,211
mom_y(747),1473,1663,1394,1315,1476,562,210
mom_y(748),1473,1665,1394,1316,1476,562,209
mom_y(749),1473,1666,1394,1317,1476,563,209
mom_y(750),1473,1667,1395,1318,1477,563,209
mom_y(751),1473,1668,1396,1318,1477,563,208
mom_y(752),1474,1669,1396,1318,1478,563,208
mom_y(753),1474,1669,1396,1317,1479,563,208
mom_y(754),1474,1669,1396,1317,1479,563,207
mom_y(755),1474,1669,1397,1317,1479,563,206
mom_y(756),1475,1670,1397,1317,1480,563,206
mom_y(757),1476,1670,1398,1317,1480,563,206
mom_y(758),1476,1671,1398,1318,1480,563,205
mom_y(759),1476,1672,1398,1317,1480,563,205
mom_y(760),1476,1674,1399,1318,1481,563,204
mom_y(761),1477,1674,1399,1318,1481,563,204
mom_y(762),1477,1675,1399,1318,1481,563,203
mom_y(763),1478,1675,1400,1318,1482,563,202
mom_y(764),1478,1676,1400,1318,1482,563,202
mom_y(765),1479,1676,1399,1318,1483,563,202
mom_y(766),1479,1676,1400,1318,1483,563,202
mom_y(767),1479,1676,1401,1318,1483,563,202
mom_y(768),1479,1677,1401,1319,1484,563,201
mom_y(769),1480,1678,1402,1318,1484,563,201
mom_y(770),1480,1679,1403,1319,1485,563,201
mom_y(771),1480,1680,1403,1319,1486,563,200
mom_y(772),1480,1681,1403,1320,1486,564,200
mom_y(773),1480,1681,1403,1320,1486,564,200
mom_y(774),1480,1682,1403,1321,1486,564,200
mom_y(775),1480,1682,1404,1321,1487,564,199
mom_y(776),1481,1682,1405,1321,1487,564,199
mom_y(777),1482,1682,1405,1321,1487,564,199
mom_y(778),1482,1683,1405,1322,1488,564,198
mom_y(779),1483,1684,1405,1322,1488,564,197
mom_y(780),1483,1685,1405,1323,1489,564,196
mom_y(781),1484,1686,1405,1324,1489,564,196
mom_y(782),1484,1687,1405,1324,1489,564,196
mom_y(783),1484,1688,1405,1325,1489,564,196
mom_y(784),1484,1688,1405,1325,1490,564,196
mom_y(785),1485,1688,1404,1325,1490,564,195
mom_y(786),1486,1688,1403,1326,1491,564,195
mom_y(787),1486,1689,1403,1326,1491,564,194
mom_y(788),1486,1690,1403,1327,1492,564,194
mom_y(789),1486,1691,1404,1327,1493,564,194
mom_y(790),1487,1692,1403,1328,1493,564,194
mom_y(791),1487,1693,1402,1327,1493,564,194
mom_y(792),1487,1694,1401,1328,1493,564,194
mom_y(793),1487,1695,1400,1328,1494,564,194
mom_y(794),1487,1695,1401,1330,1494,564,194
mom_y(795),1487,1696,1401,1330,1495,564,194
mom_y(796),1487,1696,1402,1330,1495,564,194
mom_y(797),1487,1696,1402,1330,1495,565,194
mom_y(798),1487,1696,1402,1331,1496,565,194
mom_y(799),1487,1698,1403,1332,1496,565,194
mom_y(800),1487,1699,1403,1331,1496,565,194
mom_y(801),1487,1700,1403,1332,1496,565,193
mom_y(802),1489,1701,1403,1332,1496,565,192
mom_y(803),1490,1701,1403,1333,1497,565,191
mom_y(804),1490,1702,1403,1334,1496,565,190
mom_y(805),1490,1702,1404,1334,1496,565,190
mom_y(806),1491,1702,1404,1335,1496,565,190
