,larva(0),larva(1),larva(3),larva(4),larva(6),larva(8),larva(9)
mom_dst(733),0,1,1,0,1,0,1
mom_dst(734),1,0,1,1,0,1,1
mom_dst(735),1,1.41421,1,1,0,0,1
mom_dst(736),1,1,2,1,1,0,0
mom_dst(737),1,1,1,0,0,1,0
mom_dst(738),1,1.41421,0,1,0,0,1.41421
mom_dst(739),0,0,0,1,2,0,1
mom_dst(740),0,1,1,0,1,1,2
mom_dst(741),0,1,0,1,1,1,2
mom_dst(742),0,0,2,1,1,1,1
mom_dst(743),0,0,1,1,1,1,0
mom_dst(744),0,1,2.23607,0,0,0,0
mom_dst(745),0,1.41421,1.41421,1,0,0,1
mom_dst(746),1,1.41421,0,0,1,0,0
mom_dst(747),0,0,1,2,1,1,1.41421
mom_dst(748),0,0,1,0,1,1.41421,1.41421
mom_dst(749),0,0,1.41421,1,0,1,2
mom_dst(750),0,0,1,1.41421,1,0,1
mom_dst(751),0,1,1,1,0,0,1
mom_dst(752),0,2.23607,1,1,0,1,1
mom_dst(753),0,1,0,1,1,0,1
mom_dst(754),0,1.41421,0,0,1,2,1
mom_dst(755),0,1.41421,0,1,1,0,1
mom_dst(756),0,0,0,1,1,1,1
mom_dst(757),1,0,0,1,1.41421,0,1
mom_dst(758),1,2.82843,1,1,0,0,1
mom_dst(759),1,0,0,2.23607,1,0,1
mom_dst(760),1,0,0,1,1,1.41421,0
mom_dst(761),1.41421,1.41421,0,1,1,1,0
mom_dst(762),0,0,1,2,1,0,1
mom_dst(763),1,1,0,1,0,1,0
mom_dst(764),1,1.41421,1.41421,0,1,1,1
mom_dst(765),0,0,1.41421,0,1,1.41421,1
mom_dst(766),0,1,3,1,1,1,0
mom_dst(767),1,1,1,1.41421,0,1,1
mom_dst(768),0,0,0,1,1.41421,1.41421,0
mom_dst(769),0,0,0,2.23607,1,1,0
mom_dst(770),0,1.41421,1,0,0,1,2
mom_dst(771),0,1.41421,1,1,2,0,0
mom_dst(772),1,0,0,0,1,2,0
mom_dst(773),0,0,2,0,0,1,0
mom_dst(774),0,0,0,1,0,0,1
mom_dst(775),1,0,0,1.41421,0,1,0
mom_dst(776),0,0,1,1,1,2,1
mom_dst(777),1.41421,2.82843,1.41421,2.23607,1,1,1.41421
mom_dst(778),1,0,1,1.41421,2,0,1
mom_dst(779),1,0,0,0,0,0,0
mom_dst(780),0,1.41421,1,1,2,0,1
mom_dst(781),0,0,0,0,1,1,1
mom_dst(782),0,1.41421,1,1,0,2,1
mom_dst(783),1,0,0,1,1.41421,0,1
mom_dst(784),0,0,1,1.41421,1,1,1
mom_dst(785),0,0,0,2.82843,1.41421,1.41421,1
mom_dst(786),0,1,0,1,0,1,1
mom_dst(787),0,0,1,0,1,1,1
mom_dst(788),0,1.41421,1,0,1.41421,0,2.23607
mom_dst(789),0,1.41421,1,1,1,0,1
mom_dst(790),0,0,1,1,1,0,1
mom_dst(791),0,0,1,1,0,1,1
mom_dst(792),0,0,0,1.41421,0,2.23607,1
mom_dst(793),1.41421,0,1,1.41421,1.41421,0,1
mom_dst(794),1,1,1,1.41421,0,1,0
mom_dst(795),1.41421,1,1.41421,0,0,0,1
mom_dst(796),1,1.41421,1,1.41421,0,1,1
mom_dst(797),0,1,0,0,1,1.41421,1
mom_dst(798),0,1,1.41421,1,0,1,0
mom_dst(799),0,1,0,1.41421,0,0,1
mom_dst(800),0,0,0,1.41421,0,1,1
mom_dst(801),1,1,2,1.41421,1.41421,0,0
mom_dst(802),0,1.41421,0,0,0,1,0
mom_dst(803),0,1.41421,1,2.23607,1,1.41421,0
mom_dst(804),0,0,0,0,0,1,0
mom_dst(805),0,1,0,2,0,0,1
mom_dst(806),0,1,1.41421,0,1,0,1
mom_dst(807),0,2.23607,0,2.23607,0,0,0
mom_dst(808),0,1.41421,1,1.41421,1.41421,0,1
mom_dst(809),0,0,0,1.41421,1,0,3.16228
mom_dst(810),0,1,0,2,0,1,0
mom_dst(811),0,1.41421,0,0,0,2.23607,0
mom_dst(812),1,1.41421,1,1.41421,0,1,0
mom_dst(813),1,1.41421,1,1,0,0,0
mom_dst(814),0,0,1,1.41421,0,1,0
mom_dst(815),1.41421,1,1.41421,2.23607,0,0,0
mom_dst(816),1,1,0,1.41421,1.41421,1,2.23607
mom_dst(817),1,0,0,1,1,0,0
mom_dst(818),0,1.41421,1,0,1,1,1
mom_dst(819),1,1,2.23607,1,0,1,1
mom_dst(820),1,1,0,0,0,1,1
mom_dst(821),0,1,0,1.41421,1,0,1
mom_dst(822),0,0,0,1.41421,1,0,0
mom_dst(823),0,1.41421,0,0,1.41421,1,1
mom_dst(824),1,1,2,1.41421,1,0,1
mom_dst(825),0,0,1,1.41421,0,1,1
mom_dst(826),0,1,1.41421,1.41421,1.41421,1,1
mom_dst(827),0,0,0,1,0,0,0
mom_dst(828),1,1,0,1.41421,0,0,1
mom_dst(829),0,1.41421,1,1,0,0,1
mom_dst(830),0,1,0,1.41421,2.23607,1,1
mom_dst(831),0,0,0,1,1,0,0
mom_dst(832),1.41421,1.41421,1,1.41421,0,0,0
mom_dst(833),0,0,1,1,2.23607,0,1
mom_dst(834),1,1,2,1.41421,1,1,0
mom_dst(835),1.41421,1.41421,0,1,0,0,1
mom_dst(836),0,1,1,1,0,1,0
mom_dst(837),0,1,0,0,0,0,0
mom_dst(838),0,1,1,1,1,1,1
mom_dst(839),0,1,0,1.41421,1,0,1
mom_dst(840),0,1.41421,0,0,1,0,1
mom_dst(841),0,1.41421,1,0,3.16228,0,1
mom_dst(842),0,0,1,0,1,1,1.41421
mom_dst(843),1,1.41421,1,0,0,1.41421,1
mom_dst(844),0,0,1,0,0,1,0
mom_dst(845),0,1,1.41421,1,1,0,0
mom_dst(846),0,1,0,0,0,0,0
mom_dst(847),0,0,0,1,1.41421,1.41421,0
mom_dst(848),0,1.41421,0,0,1,0,0
mom_dst(849),0,0,0,1.41421,1,1,1
mom_dst(850),1,1.41421,1.41421,1.41421,1.41421,0,1
mom_dst(851),0,1,0,1,1,1.41421,1.41421
mom_dst(852),0,0,1,1,1,1,0
mom_dst(853),0,1,1,0,1,1,0
mom_dst(854),0,0,1.41421,1.41421,0,0,1.41421
mom_dst(855),1,1,1,1,1,1,0
mom_dst(856),1,1.41421,1,2.23607,1.41421,0,0
mom_dst(857),0,1,0,1.41421,1,1,0
mom_dst(858),1,1,1,1,3.16228,1,0
mom_dst(859),1,0,0,1.41421,1,0,1
mom_dst(860),0,1,1,1,1,1.41421,1
mom_dst(861),0,1,1,1,1,1.41421,1
mom_dst(862),1,1,1.41421,1.41421,0,1,1.41421
mom_dst(863),0,0,1,1,0,1.41421,1
mom_dst(864),1,0,2.23607,1.41421,1,1,0
mom_dst(865),0,1,1,1,1,0,1
mom_dst(866),0,1.41421,0,1,2.23607,0,0
mom_dst(867),0,0,1,1,1,1,0
mom_dst(868),0,0,0,0,1.41421,1,1
mom_dst(869),0,1,1.41421,1.41421,1,1.41421,0
mom_dst(870),0,1,1,0,0,1,1.41421
mom_dst(871),0,0,1.41421,1.41421,0,0,1
mom_dst(872),0,0,1.41421,0,1,1.41421,0
mom_dst(873),0,0,1,0,0,1,1.41421
mom_dst(874),0,1,1.41421,0,2,1.41421,1
mom_dst(875),1.41421,1,1,0,2.23607,0,1
mom_dst(876),0,1.41421,1,0,0,0,0
mom_dst(877),1,0,1,0,1,1,0
mom_dst(878),1,1,1,0,0,0,0
mom_dst(879),0,1,1,0,1,1.41421,1
mom_dst(880),1,0,1.41421,0,0,1,1.41421
mom_dst(881),0,1.41421,1.41421,0,0,0,1
mom_dst(882),0,1.41421,1,1,1,1,1
mom_dst(883),0,1,1.41421,1.41421,1,1,1.41421
mom_dst(884),0,1.41421,0,0,1,1.41421,0
mom_dst(885),0,1.41421,0,0,1,1,0
mom_dst(886),0,0,0,0,1,1,1.41421
mom_dst(887),1,0,0,0,2,0,0
mom_dst(888),0,0,1.41421,1.41421,0,0,1
mom_dst(889),0,2.82843,1.41421,1.41421,0,1.41421,1
mom_dst(890),1.41421,0,1,0,1,0,2
mom_dst(891),0,0,1,1,0,1.41421,1.41421
mom_dst(892),1,0,1,0,1,1,0
mom_dst(893),0,1,1,1.41421,0,0,0
mom_dst(894),0,0,1,1,1,2.23607,0
mom_dst(895),1,1.41421,0,1,1.41421,1,0
mom_dst(896),1,1,0,0,1.41421,0,1
mom_dst(897),1,0,1,0,1,1,1.41421
mom_dst(898),1,1,1,1,0,0,2
mom_dst(899),1,1,1,1,0,1.41421,1
mom_dst(900),1,0,1.41421,0,0,0,0
mom_dst(901),0,2.23607,1.41421,1,1,2.23607,1
mom_dst(902),0,0,1,0,1.41421,0,0
mom_dst(903),0,1,1.41421,0,1,0,1
mom_dst(904),1,0,0,2.23607,1,2,1
mom_dst(905),0,1,1,1.41421,0,1.41421,0
mom_dst(906),0,1.41421,0,2,1,1,1
mom_dst(907),0,0,0,1,1,0,1
mom_dst(908),0,1.41421,0,0,0,1,1
mom_dst(909),0,0,1.41421,0,0,0,1
mom_dst(910),0,1,1,1,0,1.41421,0
mom_dst(911),0,1,1.41421,1,0,0,1.41421
mom_dst(912),0,2,1.41421,1,1,1,0
mom_dst(913),1,0,1.41421,1.41421,0,1.41421,1
mom_dst(914),1,0,0,2,1,1,0
mom_dst(915),1,0,1.41421,0,1,1.41421,0
mom_dst(916),0,1,1,1,1,1,1
mom_dst(917),1,0,0,0,0,1,1
mom_dst(918),1,1,1,0,0,1,1
mom_dst(919),0,0,1.41421,1.41421,1,1.41421,1
mom_dst(920),1,1.41421,1.41421,0,1,1,1
mom_dst(921),1.41421,0,0,1,1,0,0
mom_dst(922),1,0,2.23607,2.23607,2,1.41421,1
mom_dst(923),1,1,1.41421,2.23607,1,2,1
mom_dst(924),0,1,1,1,1,1,1
mom_dst(925),0,0,1,0,0,1,1
mom_dst(926),1.41421,0,0,1,0,1,1
mom_dst(927),1,0,1,0,1.41421,0,1
mom_dst(928),1,0,0,1,1.41421,1,1
mom_dst(929),0,0,1,1,1,0,1.41421
mom_dst(930),1,0,1.41421,2,0,2.23607,0
mom_dst(931),0,0,0,2.23607,1,1,0
mom_dst(932),0,0,0,0,1,0,0
mom_dst(933),0,1.41421,1,1,0,0,1
mom_dst(934),0,1,1.41421,0,1,1,1
mom_dst(935),0,0,1.41421,0,1.41421,1,0
mom_dst(936),0,0,0,1.41421,1,1,1
mom_dst(937),0,0,0,0,1.41421,0,1
mom_dst(938),0,1,0,2.23607,2.23607,1,1
mom_dst(939),0,1,1.41421,1,0,1,1
mom_dst(940),0,0,1,1.41421,1.41421,1,1
mom_dst(941),0,0,0,0,0,0,0
mom_dst(942),0,0,0,1,0,1,0
mom_dst(943),1,1,1,1,0,1,1
mom_dst(944),0,0,0,1,0,1.41421,1
mom_dst(945),1.41421,1,0,0,1,0,1
mom_dst(946),1.41421,0,0,1,1.41421,1,1.41421
mom_dst(947),0,0,1,1.41421,2.23607,1,1.41421
mom_dst(948),1,0,0,1,0,1,0
mom_dst(949),1,0,0,1,1.41421,0,1.41421
mom_dst(950),1,1,0,1,0,1,0
mom_dst(951),0,1,0,1,0,1,0
mom_dst(952),0,0,0,1,0,1,0
mom_dst(953),1,1.41421,0,1,0,0,1
mom_dst(954),0,0,1,0,2.23607,1.41421,1
mom_dst(955),0,1,1,1.41421,1.41421,1,1
mom_dst(956),1,0,1.41421,2,1,0,1
mom_dst(957),0,1.41421,0,0,1,1,1
mom_dst(958),0,1,3,1.41421,1,1,0
mom_dst(959),0,1,1,1,0,0,1
mom_dst(960),1,1,0,1,0,0,0
mom_dst(961),1.41421,1.41421,1,0,1,0,0
mom_dst(962),0,1,0,1,1.41421,1,0
mom_dst(963),1.41421,0,0,1,1,1.41421,1
mom_dst(964),1,1,0,1.41421,1.41421,0,1
mom_dst(965),0,1.41421,1.41421,1,1.41421,0,1
mom_dst(966),1,0,0,1.41421,1.41421,1,1
mom_dst(967),1,0,1.41421,1,0,0,1
mom_dst(968),0,0,1.41421,1,1,0,0
mom_dst(969),0,1.41421,1,1,1,1,0
mom_dst(970),1,1.41421,0,0,0,1,0
mom_dst(971),0,0,1,1,1,1,1
mom_dst(972),0,0,0,1.41421,0,1,1
mom_dst(973),0,1,1,1.41421,1,0,1.41421
mom_dst(974),1,1,1.41421,1,0,0,1
mom_dst(975),0,1,1,1.41421,0,1.41421,2
mom_dst(976),0,0,1,1.41421,1.41421,1,1
mom_dst(977),1,2,0,0,1,1,0
mom_dst(978),1,1.41421,1,1,1,0,0
mom_dst(979),1,0,1.41421,0,1,1,1
mom_dst(980),1,0,1,1.41421,0,1,0
mom_dst(981),1.41421,0,0,0,1,1,0
mom_dst(982),1,0,0,1.41421,0,1,1
mom_dst(983),0,0,1.41421,0,1.41421,1,1
mom_dst(984),0,0,0,1,1.41421,0,1.41421
mom_dst(985),0,1,1,2.23607,1.41421,0,0
mom_dst(986),0,1,1,1.41421,1,1,1
mom_dst(987),0,0,1,0,1,1,0
mom_dst(988),1,0,1,1,1,1,0
mom_dst(989),0,1,1.41421,1,0,1,1
mom_dst(990),1,1,1,1.41421,0,0,1
mom_dst(991),1,1,0,0,0,1.41421,1
mom_dst(992),0,0,1,1,1,1,0
mom_dst(993),0,1,1,1,2,0,0
mom_dst(994),1,1,1,0,1,1,1.41421
mom_dst(995),0,1,1,1,1,0,0
mom_dst(996),1.41421,0,1.41421,1,0,0,1
mom_dst(997),1,1,0,1,1,1,1
mom_dst(998),1,0,0,1,0,0,0
mom_dst(999),1,0,1,0,1,2,1
mom_dst(1000),1,0,0,1,0,0,2
mom_dst(1001),0,0,1,1,1,1,1
mom_dst(1002),0,0,2.23607,1,2,1,1
mom_dst(1003),1,0,0,1.41421,2,1,1
mom_dst(1004),0,0,0,1.41421,0,1,1.41421
mom_dst(1005),1,1,1,0,1,1,1.41421
mom_dst(1006),0,1,0,1.41421,0,0,0
mom_dst(1007),0,1,1,1,1,1,0
mom_dst(1008),0,1,1.41421,1,0,1,0
mom_dst(1009),0,1,1,0,0,0,1
mom_dst(1010),0,0,0,1.41421,1,1,0
mom_dst(1011),0,1.41421,1,1,1,1,0
mom_dst(1012),0,1,1,1.41421,2,0,0
mom_dst(1013),0,1,1.41421,0,0,0,0
mom_dst(1014),0,0,0,1.41421,1.41421,2.23607,0
mom_dst(1015),1,1.41421,0,1,0,1,0
mom_dst(1016),0,2,1.41421,1,0,0,0
mom_dst(1017),0,1,0,0,1,1,0
mom_dst(1018),0,1.41421,1,1,1,0,2
mom_dst(1019),0,0,1,1.41421,1,1.41421,1.41421
mom_dst(1020),1,1,1,1.41421,1,0,2.23607
mom_dst(1021),0,1,0,1,1,1,1
mom_dst(1022),0,1,0,1.41421,0,0,0
mom_dst(1023),0,1,1.41421,1,1,0,0
mom_dst(1024),1,0,1,1,1,1,1
mom_dst(1025),0,0,0,1,0,0,0
mom_dst(1026),1,0,0,0,0,0,1
mom_dst(1027),1,0,0,1,1,1,0
mom_dst(1028),1.41421,1,1,2.23607,1,1,1
mom_dst(1029),1,1,1,1.41421,1,1,1
mom_dst(1030),1,0,1,1,2,1,0
mom_dst(1031),0,0,1,1,0,1,0
mom_dst(1032),1,0,1,1,1,0,1
mom_dst(1033),0,0,0,0,1,1,1
mom_dst(1034),0,0,1,1,0,1,1
mom_dst(1035),1,0,1,1,0,1,0
mom_dst(1036),0,0,0,1.41421,1,1,1
mom_dst(1037),0,0,0,2.23607,0,1,1
mom_dst(1038),1,1.41421,0,0,2.23607,0,1
mom_dst(1039),0,0,0,0,1,1,1
mom_dst(1040),0,0,1.41421,1.41421,1.41421,1,0
mom_dst(1041),0,1,1,2.23607,0,1,0
mom_dst(1042),1,1,0,1,1,1.41421,1.41421
mom_dst(1043),1,0,0,1,1,0,0
mom_dst(1044),1.41421,1,0,0,1,1.41421,1
mom_dst(1045),0,0,0,2,0,1,1
mom_dst(1046),1,1.41421,0,1,1,1,0
mom_dst(1047),0,0,1,1.41421,1.41421,1,1.41421
mom_dst(1048),0,0,0,1,2,2,1
mom_dst(1049),1,0,1,1,1,0,1.41421
mom_dst(1050),0,1.41421,1,1,1.41421,1,0
mom_dst(1051),0,1,1,1,1.41421,0,1
mom_dst(1052),0,1,1,0,0,1,0
mom_dst(1053),0,1,1.41421,1,0,0,1
mom_dst(1054),0,0,1,1.41421,0,1,0
mom_dst(1055),0,1,0,1.41421,2,1.41421,1
mom_dst(1056),1,0,0,1,1,1,1.41421
mom_dst(1057),0,1,0,1.41421,0,0,1
mom_dst(1058),0,1,1,1,2,1,0
mom_dst(1059),0,0,1,0,1,1,1.41421
mom_dst(1060),1,0,0,1,0,1.41421,1
mom_dst(1061),0,1.41421,0,1.41421,1.41421,0,1
mom_dst(1062),0,0,0,1,0,1,1
mom_dst(1063),0,1,0,1.41421,1.41421,0,0
mom_dst(1064),0,1,1,1.41421,1,1,0
mom_dst(1065),1,1,0,1.41421,2,1.41421,1
mom_dst(1066),1,0,0,1,2,1,1
mom_dst(1067),1,1,0,2.23607,1,1,0
mom_dst(1068),0,1,0,1,0,1.41421,1
mom_dst(1069),1,1,0,1,0,1,0
mom_dst(1070),1,1.41421,0,1.41421,0,0,0
mom_dst(1071),0,0,0,1.41421,1,1,0
mom_dst(1072),0,0,0,1,1,0,0
mom_dst(1073),1,1,0,0,2,1.41421,2.23607
mom_dst(1074),1,1.41421,1,1.41421,1,0,1
mom_dst(1075),0,0,1,1,1,0,1.41421
mom_dst(1076),1,1,0,0,1,0,0
mom_dst(1077),1,0,0,1,0,0,1
mom_dst(1078),1,0,1,0,1,1.41421,1.41421
mom_dst(1079),0,0,1.41421,1,0,0,1
mom_dst(1080),0,1,0,1,3.60555,1.41421,1
mom_dst(1081),0,2.23607,1,1.41421,2.82843,1,0
mom_dst(1082),1,1,1,1,3.16228,1,0
mom_dst(1083),0,0,2,0,1,1,1
mom_dst(1084),1,0,1,1,1,1,0
mom_dst(1085),0,0,0,1,0,0,1
mom_dst(1086),1,0,0,1,1.41421,1,0
mom_dst(1087),0,1,0,1.41421,0,1.41421,0
mom_dst(1088),1,1,0,0,1,0,1
mom_dst(1089),0,1.41421,0,1,1,1.41421,1.41421
mom_dst(1090),0,0,1,0,1,1,0
mom_dst(1091),1,0,0,1,0,1,0
mom_dst(1092),0,0,0,1,1,1,1.41421
mom_dst(1093),0,0,0,1.41421,0,1,0
mom_dst(1094),1,1,0,1.41421,0,1,1
mom_dst(1095),1,1.41421,0,0,0,1,0
mom_dst(1096),1,3.16228,0,1.41421,1,0,0
mom_dst(1097),0,0,1,0,1,1.41421,1
mom_dst(1098),0,0,1,1,0,0,1
mom_dst(1099),0,1,0,1,0,1,1.41421
mom_dst(1100),0,0,0,0,0,0,0
mom_dst(1101),0,1,1,1.41421,0,1.41421,1
mom_dst(1102),2,1,0,1.41421,0,1,0
mom_dst(1103),2.23607,1,1,1.41421,0,1,0
mom_dst(1104),0,0,0,1.41421,0,1,0
mom_dst(1105),1,1,0,1,1,0,1
mom_dst(1106),1,1,0,0,2,0,0
mom_dst(1107),0,1.41421,0,1,1,1.41421,1
mom_dst(1108),2,1,0,0,1,1,0
mom_dst(1109),0,1,0,2.23607,1,0,1
mom_dst(1110),0,0,1,1.41421,1.41421,1.41421,1
mom_dst(1111),1,1,0,1,1,1.41421,1
mom_dst(1112),0,0,1,1,0,1,0
mom_dst(1113),1,1.41421,0,0,1,1,0
mom_dst(1114),1,0,0,0,0,0,1
mom_dst(1115),0,0,0,1,1,1,0
mom_dst(1116),0,0,1,1,1.41421,0,0
mom_dst(1117),0,1.41421,0,1.41421,0,1.41421,0
mom_dst(1118),0,1,0,1.41421,1.41421,1.41421,0
mom_dst(1119),1.41421,0,1,0,1,0,0
mom_dst(1120),1,1,0,0,0,1,1.41421
mom_dst(1121),1,1.41421,0,2.23607,0,1.41421,1
mom_dst(1122),0,1.41421,0,1,0,1,0
mom_dst(1123),1,0,1,1,1,1,0
mom_dst(1124),0,1,0,1,0,1,0
mom_dst(1125),1,0,0,1,1,0,1
mom_dst(1126),1.41421,1.41421,0,1,0,1,1
mom_dst(1127),1,0,1,2.23607,0,1,0
mom_dst(1128),1,0,1,0,1,1.41421,1
mom_dst(1129),1,0,1,0,0,0,1
mom_dst(1130),0,1,0,0,0,1.41421,0
mom_dst(1131),1.41421,1,1,1.41421,1.41421,1.41421,1
mom_dst(1132),0,1.41421,0,1,1.41421,1,1
mom_dst(1133),0,0,0,1,0,1,0
mom_dst(1134),1,0,0,1.41421,1.41421,1,0
mom_dst(1135),1.41421,1.41421,0,0,1,0,1
mom_dst(1136),0,1.41421,0,0,1,0,1
mom_dst(1137),1,0,0,1.41421,0,1.41421,0
mom_dst(1138),1,0,0,0,1,1,1
mom_dst(1139),0,1,0,1,0,1,0
mom_dst(1140),0,1,0,0,1,0,0
mom_dst(1141),0,0,0,0,3.16228,0,1
mom_dst(1142),0,0,0,1,1.41421,0,0
mom_dst(1143),0,1,1,1,1,0,0
mom_dst(1144),0,0,0,1,1.41421,1.41421,0
mom_dst(1145),1,1,0,1,1.41421,1,1
mom_dst(1146),1,0,0,0,0,1.41421,0
mom_dst(1147),1,0,0,0,0,1,1
mom_dst(1148),0,0,0,1,1,0,1
mom_dst(1149),1,0,0,0,1.41421,0,1
mom_dst(1150),0,1,0,2.23607,2,1,1
mom_dst(1151),1,1,0,1,1.41421,1,0
mom_dst(1152),0,1,0,1,0,1.41421,0
mom_dst(1153),0,1,0,0,1.41421,0,0
mom_dst(1154),0,1,0,1.41421,1,0,1.41421
mom_dst(1155),0,1,0,1,1,0,0
mom_dst(1156),0,0,0,1,0,0,1
mom_dst(1157),0,0,0,0,1,1,1
mom_dst(1158),0,0,1,1,1,1.41421,1
mom_dst(1159),0,0,1,0,1.41421,1.41421,1
mom_dst(1160),1,0,0,0,0,0,1
mom_dst(1161),0,1,0,0,1,0,1
mom_dst(1162),0,1.41421,0,1,1.41421,1.41421,0
mom_dst(1163),0,1,1,1,0,1,0
mom_dst(1164),1,1,0,0,1,1.41421,0
mom_dst(1165),1,1,0,1,1.41421,1,1
mom_dst(1166),0,1,0,0,0,0,1.41421
mom_dst(1167),1,0,0,1,1.41421,1.41421,2
mom_dst(1168),1,0,0,1,1,1,1
mom_dst(1169),1.41421,1,0,0,1,1,0
mom_dst(1170),1,0,0,0,1,1,1
mom_dst(1171),0,2,0,1,1.41421,0,0
mom_dst(1172),1,1,0,0,1.41421,1.41421,0
mom_dst(1173),1,0,0,1,1,1,0
mom_dst(1174),1,0,0,0,0,1,1
mom_dst(1175),0,1,0,0,0,0,1
mom_dst(1176),1,0,0,1,1,1.41421,2.23607
mom_dst(1177),1,0,1,0,1,1,1
mom_dst(1178),1,0,0,1.41421,1.41421,1,0
mom_dst(1179),0,1,0,1,2,1,0
mom_dst(1180),1,0,0,1,1,1,0
mom_dst(1181),0,1,0,1,2,1,0
mom_dst(1182),1,1,1,1,1,0,1
mom_dst(1183),0,2.23607,1,0,1,0,1.41421
mom_dst(1184),1,0,0,1,0,2,1
mom_dst(1185),0,1,1,0,1,0,1
mom_dst(1186),0,0,0,1,0,1,1
mom_dst(1187),1,3.16228,1,0,2.23607,1,0
mom_dst(1188),0,2.23607,0,1,2.23607,0,0
mom_dst(1189),1,1,0,1.41421,1,0,0
mom_dst(1190),1.41421,0,0,1,1,1,0
mom_dst(1191),1,0,0,1,0,1.41421,1.41421
mom_dst(1192),1,0,1,1.41421,0,0,0
mom_dst(1193),2,0,0,1,1,1,1
mom_dst(1194),2,2,0,1,1.41421,1,0
mom_dst(1195),4.47214,0,0,1,1,1,1.41421
mom_dst(1196),1,1,0,0,2.23607,0,1
mom_dst(1197),1,0,0,1,1.41421,0,0
mom_dst(1198),1.41421,1.41421,0,0,0,2.23607,0
mom_dst(1199),0,1,0,1.41421,1,0,1.41421
mom_dst(1200),1.41421,0,0,1,0,1,1
mom_dst(1201),1,1,0,0,0,1,0
mom_dst(1202),0,0,0,0,1.41421,1,0
mom_dst(1203),0,1.41421,0,1,2,1,0
mom_dst(1204),0,1,0,1,2.23607,1,0
mom_dst(1205),1.41421,0,0,1.41421,1.41421,0,1
mom_dst(1206),1,1,1,1,0,0,1.41421
mom_dst(1207),0,0,0,0,0,1,1
mom_dst(1208),1,1,0,0,1,1.41421,0
mom_dst(1209),1,2,0,1,1,1,1.41421
mom_dst(1210),0,0,1,1,1,1,0
mom_dst(1211),0,1,0,1.41421,1,0,1
mom_dst(1212),1.41421,1,0,0,2.23607,1,1.41421
mom_dst(1213),0,0,1,1,1,1,1
mom_dst(1214),0,0,0,1,1.41421,1,0
mom_dst(1215),0,1,0,1,0,1,1
mom_dst(1216),0,1.41421,0,0,0,0,0
mom_dst(1217),0,0,0,0,0,0,1.41421
mom_dst(1218),0,0,1,2.23607,1,1,2
mom_dst(1219),0,1,0,2.23607,2.23607,1.41421,1.41421
mom_dst(1220),0,0,0,0,2,1,0
mom_dst(1221),1,1,0,0,1,1.41421,1
mom_dst(1222),0,1,1,1.41421,1.41421,1,1
mom_dst(1223),0,1,0,1.41421,1,0,0
mom_dst(1224),1,0,0,0,0,0,0
mom_dst(1225),0,0,0,1,1.41421,0,1.41421
mom_dst(1226),0,1,1,0,1,0,2.23607
acc_dst(0),0,0,0,0,0,0,0
acc_dst(1),1,1,0,1,0,1,1
acc_dst(2),1,1,1.41421,2,1,2,2.41421
acc_dst(3),2.41421,1,1.41421,2,3,2,4.41421
acc_dst(4),3.41421,2.41421,2.41421,3,5,3,5.41421
acc_dst(5),3.41421,2.41421,3.41421,3,5,3,6.41421
acc_dst(6),4.41421,2.41421,4.82843,4,5,3,6.41421
acc_dst(7),5.41421,2.41421,4.82843,7.16228,5,4.41421,7.41421
acc_dst(8),6.41421,2.41421,5.82843,8.16228,6.41421,4.41421,7.41421
acc_dst(9),7.82843,2.41421,6.82843,9.16228,7.41421,4.41421,8.82843
acc_dst(10),7.82843,2.41421,6.82843,10.1623,7.41421,4.41421,9.82843
acc_dst(11),8.82843,3.82843,7.82843,10.1623,8.41421,5.82843,11.8284
acc_dst(12),10.2426,3.82843,8.82843,11.5765,9.82843,6.82843,13.2426
acc_dst(13),10.2426,5.24264,9.82843,11.5765,9.82843,8.24264,13.2426
acc_dst(14),11.2426,5.24264,10.8284,12.5765,10.8284,8.24264,14.2426
acc_dst(15),12.6569,5.24264,10.8284,13.5765,11.8284,9.24264,15.2426
acc_dst(16),12.6569,5.24264,10.8284,14.5765,13.2426,9.24264,15.2426
acc_dst(17),14.0711,6.65685,11.8284,15.9907,14.2426,9.24264,16.2426
acc_dst(18),14.0711,7.65685,11.8284,16.9907,15.2426,9.24264,16.2426
acc_dst(19),14.0711,7.65685,13.8284,16.9907,16.2426,11.4787,16.2426
acc_dst(20),15.4853,7.65685,14.8284,17.9907,16.2426,11.4787,17.2426
acc_dst(21),16.4853,9.07107,15.8284,17.9907,17.2426,12.4787,18.2426
acc_dst(22),16.4853,10.0711,16.8284,18.9907,17.2426,12.4787,19.6569
acc_dst(23),16.4853,11.0711,17.8284,20.4049,18.2426,13.8929,20.6569
acc_dst(24),17.4853,12.0711,18.8284,21.4049,18.2426,14.8929,21.6569
acc_dst(25),18.4853,13.0711,19.8284,23.641,18.2426,15.8929,21.6569
acc_dst(26),19.4853,13.0711,19.8284,24.641,19.2426,16.8929,22.6569
acc_dst(27),20.8995,14.4853,20.8284,25.641,20.2426,16.8929,23.6569
acc_dst(28),21.8995,15.4853,20.8284,26.641,21.2426,16.8929,23.6569
acc_dst(29),21.8995,16.8995,21.8284,26.641,22.6569,17.8929,23.6569
acc_dst(30),21.8995,16.8995,21.8284,27.641,24.0711,17.8929,23.6569
acc_dst(31),23.3137,16.8995,21.8284,28.641,25.0711,18.8929,24.6569
