,larva(1),larva(4),larva(6)
mom_x(912),1197,1589,1172
mom_x(913),1197,1589,1173
mom_x(914),1197,1590,1173
mom_x(915),1198,1590,1173
mom_x(916),1200,1590,1174
mom_x(917),1201,1590,1174
mom_x(918),1201,1590,1176
mom_x(919),1202,1591,1176
mom_x(920),1202,1592,1177
mom_x(921),1203,1593,1177
mom_x(922),1203,1593,1177
mom_x(923),1202,1594,1177
mom_x(924),1203,1594,1179
mom_x(925),1204,1595,1179
mom_x(926),1205,1595,1180
mom_x(927),1206,1596,1180
mom_x(928),1206,1597,1181
mom_x(929),1207,1598,1182
mom_x(930),1207,1598,1183
mom_x(931),1207,1599,1184
mom_x(932),1208,1599,1185
mom_x(933),1208,1599,1185
mom_x(934),1206,1600,1185
mom_x(935),1206,1600,1186
mom_x(936),1207,1601,1187
mom_x(937),1209,1601,1188
mom_x(938),1210,1601,1188
mom_x(939),1210,1602,1189
mom_x(940),1211,1603,1190
mom_x(941),1211,1603,1191
mom_x(942),1212,1603,1192
mom_x(943),1214,1604,1192
mom_x(944),1214,1604,1193
mom_x(945),1215,1605,1193
mom_x(946),1215,1606,1194
mom_x(947),1215,1606,1194
mom_x(948),1216,1607,1195
mom_x(949),1216,1607,1195
mom_x(950),1216,1608,1196
mom_x(951),1217,1608,1196
mom_x(952),1218,1608,1197
mom_x(953),1218,1608,1198
mom_x(954),1219,1609,1198
mom_x(955),1219,1609,1199
mom_x(956),1218,1610,1199
mom_x(957),1218,1611,1200
mom_x(958),1219,1612,1200
mom_x(959),1220,1612,1201
mom_x(960),1221,1612,1201
mom_x(961),1222,1612,1201
mom_x(962),1221,1613,1201
mom_x(963),1222,1613,1201
mom_x(964),1222,1614,1201
mom_x(965),1223,1615,1201
mom_x(966),1223,1615,1201
mom_x(967),1224,1616,1202
mom_x(968),1224,1616,1203
mom_x(969),1223,1617,1204
mom_x(970),1223,1617,1205
mom_x(971),1224,1617,1205
mom_x(972),1224,1618,1206
mom_x(973),1225,1619,1206
mom_x(974),1225,1619,1206
mom_x(975),1225,1620,1207
mom_x(976),1225,1621,1208
mom_x(977),1225,1622,1208
mom_x(978),1225,1622,1208
mom_x(979),1225,1622,1208
mom_x(980),1225,1623,1209
mom_x(981),1225,1623,1209
mom_x(982),1225,1624,1209
mom_x(983),1224,1625,1211
mom_x(984),1224,1626,1211
mom_x(985),1223,1626,1212
mom_x(986),1223,1627,1212
mom_x(987),1224,1627,1212
mom_x(988),1224,1627,1212
mom_x(989),1224,1628,1213
mom_x(990),1224,1628,1214
mom_x(991),1225,1629,1214
mom_x(992),1225,1630,1215
mom_x(993),1225,1631,1215
mom_x(994),1225,1632,1215
mom_x(995),1225,1632,1216
mom_x(996),1225,1632,1216
mom_x(997),1225,1632,1217
mom_x(998),1225,1633,1218
mom_x(999),1224,1633,1218
mom_x(1000),1224,1635,1219
mom_x(1001),1223,1635,1218
mom_x(1002),1223,1636,1219
mom_x(1003),1222,1637,1219
mom_x(1004),1220,1637,1220
mom_x(1005),1219,1637,1221
mom_x(1006),1218,1637,1221
mom_x(1007),1218,1638,1222
mom_x(1008),1217,1639,1223
mom_x(1009),1217,1640,1223
mom_x(1010),1217,1641,1224
mom_x(1011),1217,1641,1224
mom_x(1012),1217,1642,1225
mom_x(1013),1216,1642,1225
mom_x(1014),1215,1642,1225
mom_x(1015),1215,1643,1226
mom_x(1016),1215,1643,1226
mom_x(1017),1214,1645,1227
mom_x(1018),1214,1645,1228
mom_x(1019),1214,1646,1228
mom_x(1020),1214,1647,1229
mom_x(1021),1214,1647,1229
mom_x(1022),1213,1647,1230
mom_x(1023),1213,1647,1231
mom_x(1024),1212,1648,1231
mom_x(1025),1212,1648,1231
mom_x(1026),1212,1649,1231
mom_x(1027),1210,1649,1232
mom_x(1028),1210,1649,1233
mom_x(1029),1210,1650,1233
mom_x(1030),1209,1650,1234
mom_x(1031),1209,1651,1234
mom_x(1032),1208,1651,1234
mom_x(1033),1208,1651,1234
mom_x(1034),1207,1651,1235
mom_x(1035),1208,1651,1236
mom_x(1036),1207,1651,1237
mom_x(1037),1207,1652,1238
mom_x(1038),1207,1652,1238
mom_x(1039),1207,1653,1238
mom_x(1040),1207,1653,1238
mom_x(1041),1207,1654,1239
mom_x(1042),1206,1654,1239
mom_x(1043),1207,1654,1240
mom_x(1044),1206,1654,1241
mom_x(1045),1206,1654,1241
mom_x(1046),1205,1655,1241
mom_x(1047),1205,1656,1242
mom_x(1048),1205,1656,1242
mom_x(1049),1205,1657,1243
mom_x(1050),1205,1657,1244
mom_x(1051),1205,1658,1245
mom_x(1052),1205,1658,1245
mom_x(1053),1204,1658,1245
mom_x(1054),1204,1659,1245
mom_x(1055),1204,1659,1246
mom_x(1056),1203,1660,1247
mom_x(1057),1203,1661,1247
mom_x(1058),1203,1661,1247
mom_x(1059),1202,1662,1247
mom_x(1060),1201,1663,1248
mom_x(1061),1200,1663,1249
mom_x(1062),1200,1663,1250
mom_x(1063),1200,1663,1251
mom_x(1064),1200,1664,1251
mom_x(1065),1199,1664,1251
mom_x(1066),1198,1666,1251
mom_x(1067),1198,1666,1252
mom_x(1068),1197,1667,1252
mom_x(1069),1197,1667,1253
mom_x(1070),1196,1668,1254
mom_x(1071),1196,1668,1254
mom_x(1072),1195,1668,1254
mom_x(1073),1194,1669,1255
mom_x(1074),1193,1670,1256
mom_x(1075),1193,1671,1257
mom_x(1076),1192,1671,1257
mom_x(1077),1192,1672,1258
mom_x(1078),1191,1673,1258
mom_x(1079),1191,1673,1258
mom_x(1080),1191,1673,1258
mom_x(1081),1190,1673,1259
mom_x(1082),1189,1674,1260
mom_x(1083),1187,1674,1260
mom_x(1084),1186,1675,1260
mom_x(1085),1186,1676,1261
mom_x(1086),1186,1677,1261
mom_x(1087),1185,1678,1263
mom_x(1088),1184,1678,1263
mom_x(1089),1184,1678,1264
mom_x(1090),1184,1678,1264
mom_x(1091),1184,1679,1264
mom_x(1092),1183,1680,1264
mom_x(1093),1181,1681,1265
mom_x(1094),1180,1682,1265
mom_x(1095),1180,1683,1265
mom_x(1096),1179,1684,1266
mom_x(1097),1178,1684,1266
mom_x(1098),1178,1684,1266
mom_x(1099),1178,1684,1266
mom_x(1100),1177,1685,1267
mom_x(1101),1177,1685,1267
mom_x(1102),1175,1687,1267
mom_x(1103),1174,1688,1268
mom_x(1104),1174,1689,1269
mom_x(1105),1173,1690,1269
mom_x(1106),1172,1690,1269
mom_x(1107),1172,1690,1269
mom_x(1108),1171,1691,1270
mom_x(1109),1171,1692,1271
mom_x(1110),1171,1692,1271
mom_x(1111),1170,1694,1271
mom_x(1112),1170,1695,1271
mom_x(1113),1170,1696,1272
mom_x(1114),1170,1696,1272
mom_x(1115),1170,1697,1272
mom_x(1116),1169,1697,1273
mom_x(1117),1170,1697,1274
mom_x(1118),1171,1698,1275
mom_x(1119),1171,1699,1275
mom_x(1120),1172,1700,1274
mom_x(1121),1173,1700,1275
mom_x(1122),1174,1702,1275
mom_x(1123),1173,1703,1276
mom_x(1124),1173,1703,1277
mom_x(1125),1173,1703,1277
mom_x(1126),1173,1704,1278
mom_x(1127),1174,1704,1278
mom_x(1128),1174,1705,1279
mom_x(1129),1174,1706,1279
mom_x(1130),1174,1707,1280
mom_x(1131),1174,1708,1280
mom_x(1132),1173,1709,1280
mom_x(1133),1173,1709,1280
mom_x(1134),1173,1710,1281
mom_x(1135),1173,1710,1282
mom_x(1136),1173,1711,1281
mom_x(1137),1173,1712,1281
mom_x(1138),1173,1712,1281
mom_x(1139),1173,1714,1281
mom_x(1140),1173,1715,1282
mom_x(1141),1173,1715,1282
mom_x(1142),1173,1715,1282
mom_x(1143),1172,1716,1283
mom_x(1144),1173,1716,1283
mom_x(1145),1173,1716,1285
mom_x(1146),1173,1717,1285
mom_x(1147),1172,1719,1285
mom_x(1148),1171,1720,1285
mom_x(1149),1171,1721,1285
mom_x(1150),1170,1722,1286
mom_x(1151),1169,1722,1287
mom_x(1152),1169,1722,1287
mom_x(1153),1170,1722,1287
mom_x(1154),1170,1723,1287
mom_x(1155),1169,1724,1288
mom_x(1156),1168,1725,1288
mom_x(1157),1168,1726,1289
mom_x(1158),1167,1727,1290
mom_x(1159),1167,1728,1290
mom_x(1160),1167,1728,1291
mom_x(1161),1167,1729,1291
mom_x(1162),1167,1729,1291
mom_x(1163),1167,1730,1291
mom_x(1164),1166,1730,1293
mom_x(1165),1166,1732,1292
mom_x(1166),1165,1732,1293
mom_x(1167),1165,1733,1293
mom_x(1168),1165,1734,1294
mom_x(1169),1165,1734,1294
mom_x(1170),1164,1734,1294
mom_x(1171),1164,1735,1295
mom_x(1172),1164,1736,1295
mom_x(1173),1164,1736,1295
mom_x(1174),1164,1737,1295
mom_x(1175),1163,1737,1295
mom_x(1176),1162,1738,1296
mom_x(1177),1162,1739,1296
mom_x(1178),1161,1740,1296
mom_x(1179),1161,1740,1297
mom_x(1180),1161,1740,1297
mom_x(1181),1161,1740,1297
mom_x(1182),1161,1741,1297
mom_x(1183),1161,1742,1297
mom_x(1184),1160,1744,1298
mom_x(1185),1160,1744,1298
mom_x(1186),1159,1745,1299
mom_x(1187),1158,1745,1299
mom_x(1188),1157,1746,1299
mom_x(1189),1157,1746,1299
mom_x(1190),1157,1746,1299
mom_x(1191),1157,1747,1300
mom_x(1192),1157,1747,1301
mom_x(1193),1156,1749,1301
mom_x(1194),1156,1749,1301
mom_x(1195),1155,1750,1301
mom_x(1196),1154,1751,1302
mom_x(1197),1154,1752,1302
mom_x(1198),1153,1752,1303
mom_x(1199),1153,1752,1303
mom_y(0),1010,803,713
mom_y(1),1011,803,713
mom_y(2),1012,803,712
mom_y(3),1013,803,712
mom_y(4),1012,802,712
mom_y(5),1012,802,711
mom_y(6),1012,802,712
mom_y(7),1012,803,712
mom_y(8),1012,803,711
mom_y(9),1013,803,711
mom_y(10),1013,803,711
mom_y(11),1014,803,711
mom_y(12),1014,802,711
mom_y(13),1014,801,711
mom_y(14),1015,802,711
mom_y(15),1016,802,711
mom_y(16),1015,802,710
mom_y(17),1015,802,710
mom_y(18),1015,802,710
mom_y(19),1016,802,710
mom_y(20),1016,802,710
mom_y(21),1016,803,710
mom_y(22),1017,803,710
mom_y(23),1017,802,709
mom_y(24),1017,802,709
mom_y(25),1018,803,710
mom_y(26),1018,803,710
mom_y(27),1019,803,709
mom_y(28),1018,803,709
mom_y(29),1018,804,709
mom_y(30),1019,804,709
mom_y(31),1019,804,709
mom_y(32),1020,804,708
mom_y(33),1021,803,708
mom_y(34),1021,803,708
mom_y(35),1021,803,708
mom_y(36),1021,804,708
mom_y(37),1022,805,707
mom_y(38),1022,805,707
mom_y(39),1023,806,707
mom_y(40),1023,805,707
mom_y(41),1022,806,706
mom_y(42),1023,806,706
mom_y(43),1024,807,706
mom_y(44),1024,806,706
mom_y(45),1024,806,706
mom_y(46),1024,806,706
mom_y(47),1025,806,706
mom_y(48),1025,806,706
mom_y(49),1026,807,705
mom_y(50),1026,808,705
mom_y(51),1027,807,705
mom_y(52),1027,807,705
mom_y(53),1027,808,705
mom_y(54),1027,808,704
mom_y(55),1028,808,704
mom_y(56),1028,808,703
mom_y(57),1028,808,703
mom_y(58),1029,808,703
mom_y(59),1029,809,703
mom_y(60),1030,809,703
mom_y(61),1030,809,703
mom_y(62),1030,809,703
mom_y(63),1029,809,702
mom_y(64),1028,809,702
mom_y(65),1028,810,702
mom_y(66),1030,810,702
mom_y(67),1031,810,701
mom_y(68),1031,811,701
mom_y(69),1032,811,701
mom_y(70),1032,811,700
mom_y(71),1033,811,700
mom_y(72),1034,811,699
mom_y(73),1034,811,699
mom_y(74),1034,812,700
mom_y(75),1034,812,700
mom_y(76),1034,813,700
mom_y(77),1035,813,699
mom_y(78),1035,813,699
mom_y(79),1036,814,699
mom_y(80),1036,814,698
mom_y(81),1036,814,698
mom_y(82),1036,814,698
mom_y(83),1036,814,697
mom_y(84),1036,814,697
mom_y(85),1037,815,697
mom_y(86),1037,815,697
mom_y(87),1037,815,696
mom_y(88),1037,816,696
mom_y(89),1038,816,696
mom_y(90),1039,816,696
mom_y(91),1039,816,695
mom_y(92),1038,816,695
mom_y(93),1038,816,695
mom_y(94),1039,817,695
mom_y(95),1039,817,694
mom_y(96),1040,818,694
mom_y(97),1040,818,694
mom_y(98),1041,818,694
mom_y(99),1041,818,693
mom_y(100),1042,819,693
mom_y(101),1043,819,693
mom_y(102),1043,819,692
mom_y(103),1044,819,691
mom_y(104),1045,819,692
mom_y(105),1045,819,691
mom_y(106),1044,819,691
mom_y(107),1045,820,691
mom_y(108),1045,821,691
mom_y(109),1045,821,691
mom_y(110),1045,821,690
mom_y(111),1045,821,690
mom_y(112),1045,821,690
mom_y(113),1045,822,690
mom_y(114),1046,822,690
mom_y(115),1046,822,690
mom_y(116),1047,822,691
mom_y(117),1049,822,690
mom_y(118),1048,823,690
mom_y(119),1047,823,691
mom_y(120),1047,824,691
mom_y(121),1048,824,691
mom_y(122),1049,824,691
mom_y(123),1050,825,690
mom_y(124),1050,826,691
mom_y(125),1051,826,690
mom_y(126),1051,826,690
mom_y(127),1052,827,690
mom_y(128),1053,827,690
mom_y(129),1054,827,689
mom_y(130),1055,826,689
mom_y(131),1055,827,689
mom_y(132),1055,827,689
mom_y(133),1055,827,688
mom_y(134),1055,827,687
mom_y(135),1056,827,687
mom_y(136),1058,828,687
mom_y(137),1058,828,687
mom_y(138),1059,829,687
mom_y(139),1060,829,687
mom_y(140),1060,829,687
mom_y(141),1059,829,686
mom_y(142),1058,829,686
mom_y(143),1058,829,685
mom_y(144),1058,830,685
mom_y(145),1060,830,685
mom_y(146),1061,830,685
mom_y(147),1062,830,684
mom_y(148),1063,830,684
mom_y(149),1065,830,684
mom_y(150),1067,831,684
mom_y(151),1067,831,683
mom_y(152),1067,831,683
mom_y(153),1066,831,682
mom_y(154),1066,831,682
mom_y(155),1066,831,682
mom_y(156),1066,831,682
mom_y(157),1067,832,682
mom_y(158),1068,832,682
mom_y(159),1068,832,681
mom_y(160),1068,832,681
mom_y(161),1069,832,681
mom_y(162),1070,832,681
mom_y(163),1071,832,680
mom_y(164),1071,832,680
mom_y(165),1071,832,679
mom_y(166),1070,833,679
mom_y(167),1071,833,678
mom_y(168),1072,833,678
mom_y(169),1073,833,677
mom_y(170),1073,833,677
mom_y(171),1074,833,678
mom_y(172),1075,833,677
mom_y(173),1076,834,677
mom_y(174),1076,834,677
mom_y(175),1076,834,676
mom_y(176),1076,834,676
mom_y(177),1076,834,675
mom_y(178),1077,834,675
mom_y(179),1077,835,675
mom_y(180),1078,835,674
mom_y(181),1079,835,673
mom_y(182),1079,835,672
mom_y(183),1079,835,672
mom_y(184),1080,836,672
mom_y(185),1080,836,672
mom_y(186),1080,837,672
mom_y(187),1081,837,672
mom_y(188),1081,838,671
mom_y(189),1082,838,670
mom_y(190),1082,839,670
mom_y(191),1083,839,670
mom_y(192),1084,839,670
mom_y(193),1084,839,669
mom_y(194),1084,840,669
mom_y(195),1084,840,669
mom_y(196),1084,841,669
mom_y(197),1084,841,669
mom_y(198),1085,841,668
mom_y(199),1086,842,668
mom_y(200),1086,842,667
mom_y(201),1087,843,667
mom_y(202),1087,843,667
mom_y(203),1087,842,667
mom_y(204),1086,843,667
mom_y(205),1087,843,667
mom_y(206),1088,844,666
mom_y(207),1089,844,665
mom_y(208),1089,845,665
mom_y(209),1090,845,665
mom_y(210),1090,845,665
mom_y(211),1091,846,664
mom_y(212),1092,847,664
mom_y(213),1091,847,664
mom_y(214),1091,847,664
mom_y(215),1091,847,663
mom_y(216),1092,847,662
mom_y(217),1093,848,662
mom_y(218),1094,849,662
mom_y(219),1094,849,662
mom_y(220),1095,850,662
mom_y(221),1095,850,662
mom_y(222),1095,850,662
mom_y(223),1095,850,661
mom_y(224),1096,851,661
mom_y(225),1096,851,660
mom_y(226),1097,852,660
mom_y(227),1098,852,660
mom_y(228),1098,853,660
mom_y(229),1099,853,659
mom_y(230),1100,853,659
mom_y(231),1100,854,658
mom_y(232),1100,853,658
mom_y(233),1100,853,658
mom_y(234),1100,854,658
mom_y(235),1101,854,657
mom_y(236),1101,854,657
mom_y(237),1102,854,657
mom_y(238),1102,855,656
mom_y(239),1102,855,655
mom_y(240),1102,856,655
mom_y(241),1103,856,654
mom_y(242),1103,856,654
mom_y(243),1103,857,654
mom_y(244),1104,857,653
mom_y(245),1104,857,652
mom_y(246),1105,858,652
mom_y(247),1105,858,652
mom_y(248),1104,858,652
mom_y(249),1105,858,652
mom_y(250),1105,858,652
mom_y(251),1105,859,651
mom_y(252),1106,859,650
mom_y(253),1106,860,650
mom_y(254),1107,860,650
mom_y(255),1107,861,650
mom_y(256),1107,861,650
mom_y(257),1108,861,650
mom_y(258),1109,861,650
mom_y(259),1109,861,650
mom_y(260),1109,862,650
mom_y(261),1109,862,650
mom_y(262),1110,863,650
mom_y(263),1110,863,650
mom_y(264),1111,864,650
mom_y(265),1111,864,650
mom_y(266),1112,865,651
mom_y(267),1112,865,650
mom_y(268),1112,864,650
mom_y(269),1113,865,650
mom_y(270),1114,865,650
mom_y(271),1113,866,650
mom_y(272),1113,867,650
mom_y(273),1114,867,650
mom_y(274),1114,867,651
mom_y(275),1115,867,651
mom_y(276),1116,868,651
mom_y(277),1116,868,651
mom_y(278),1116,868,651
mom_y(279),1116,869,651
mom_y(280),1117,869,651
mom_y(281),1117,870,652
mom_y(282),1118,870,652
mom_y(283),1118,871,652
mom_y(284),1117,871,652
mom_y(285),1116,872,652
mom_y(286),1116,872,652
mom_y(287),1116,872,652
mom_y(288),1118,872,652
mom_y(289),1119,873,652
mom_y(290),1119,873,652
mom_y(291),1120,874,652
mom_y(292),1121,874,652
mom_y(293),1122,875,651
mom_y(294),1123,875,651
mom_y(295),1123,875,651
mom_y(296),1123,875,651
mom_y(297),1124,876,651
mom_y(298),1124,877,651
mom_y(299),1124,877,651
mom_y(300),1125,878,651
mom_y(301),1126,879,651
mom_y(302),1126,879,651
mom_y(303),1126,880,651
mom_y(304),1126,879,651
mom_y(305),1127,880,651
mom_y(306),1128,880,651
mom_y(307),1129,880,651
mom_y(308),1128,881,651
mom_y(309),1128,882,651
mom_y(310),1128,883,650
mom_y(311),1128,884,650
mom_y(312),1129,884,650
mom_y(313),1130,884,650
mom_y(314),1130,884,651
mom_y(315),1131,884,650
mom_y(316),1131,885,650
mom_y(317),1131,886,650
mom_y(318),1132,886,650
mom_y(319),1133,887,651
mom_y(320),1134,888,650
mom_y(321),1134,888,651
mom_y(322),1134,888,651
mom_y(323),1134,888,651
mom_y(324),1134,889,650
mom_y(325),1135,889,649
mom_y(326),1135,890,649
mom_y(327),1136,890,650
mom_y(328),1136,892,650
mom_y(329),1136,892,650
mom_y(330),1136,893,650
mom_y(331),1136,893,650
mom_y(332),1136,893,650
mom_y(333),1136,893,650
mom_y(334),1136,894,650
mom_y(335),1136,894,650
mom_y(336),1136,895,650
mom_y(337),1136,895,651
mom_y(338),1136,896,651
mom_y(339),1135,897,650
mom_y(340),1135,897,650
mom_y(341),1135,898,651
mom_y(342),1135,898,650
mom_y(343),1135,898,650
mom_y(344),1135,898,650
mom_y(345),1136,899,650
mom_y(346),1136,900,650
mom_y(347),1136,900,651
mom_y(348),1137,900,650
mom_y(349),1137,901,650
mom_y(350),1137,901,651
mom_y(351),1137,902,651
mom_y(352),1137,901,651
mom_y(353),1137,902,651
mom_y(354),1137,902,651
mom_y(355),1137,903,652
mom_y(356),1137,903,651
mom_y(357),1137,904,652
mom_y(358),1137,904,652
mom_y(359),1137,905,652
mom_y(360),1137,906,652
mom_y(361),1137,906,652
mom_y(362),1137,906,651
mom_y(363),1137,906,651
mom_y(364),1136,907,651
mom_y(365),1136,907,652
mom_y(366),1136,908,652
mom_y(367),1136,908,653
mom_y(368),1136,909,653
mom_y(369),1137,909,653
mom_y(370),1137,910,652
mom_y(371),1138,911,653
mom_y(372),1138,911,653
mom_y(373),1138,911,653
mom_y(374),1139,911,653
mom_y(375),1139,912,653
mom_y(376),1139,912,654
mom_y(377),1139,914,654
mom_y(378),1139,913,654
mom_y(379),1140,914,653
mom_y(380),1140,914,652
mom_y(381),1141,915,652
mom_y(382),1141,915,654
mom_y(383),1142,916,654
mom_y(384),1143,916,654
mom_y(385),1144,916,654
mom_y(386),1144,917,653
mom_y(387),1144,917,652
mom_y(388),1144,917,652
mom_y(389),1145,917,652
mom_y(390),1145,917,651
mom_y(391),1146,916,651
mom_y(392),1147,916,651
mom_y(393),1147,916,650
mom_y(394),1148,916,650
mom_y(395),1149,916,649
mom_y(396),1150,916,649
mom_y(397),1150,916,649
mom_y(398),1150,915,648
mom_y(399),1150,915,648
mom_y(400),1151,915,648
mom_y(401),1152,914,647
mom_y(402),1153,914,647
mom_y(403),1153,914,647
mom_y(404),1154,914,647
mom_y(405),1155,915,646
mom_y(406),1155,915,647
mom_y(407),1155,915,647
mom_y(408),1155,913,646
mom_y(409),1155,913,645
mom_y(410),1155,913,646
mom_y(411),1156,913,646
mom_y(412),1156,913,645
mom_y(413),1157,913,645
mom_y(414),1158,913,645
mom_y(415),1158,913,645
mom_y(416),1159,913,645
mom_y(417),1160,914,645
mom_y(418),1160,913,645
mom_y(419),1159,913,644
mom_y(420),1160,912,645
mom_y(421),1160,912,645
mom_y(422),1160,911,645
mom_y(423),1161,911,645
mom_y(424),1162,911,644
mom_y(425),1163,911,644
mom_y(426),1164,910,644
mom_y(427),1164,910,644
mom_y(428),1165,910,643
mom_y(429),1165,910,643
mom_y(430),1165,909,643
mom_y(431),1165,909,643
mom_y(432),1166,909,643
mom_y(433),1167,908,642
mom_y(434),1168,908,643
mom_y(435),1169,908,643
mom_y(436),1169,908,642
mom_y(437),1169,907,642
mom_y(438),1170,907,642
mom_y(439),1171,907,642
mom_y(440),1171,907,642
mom_y(441),1171,907,641
mom_y(442),1171,907,641
mom_y(443),1171,906,641
mom_y(444),1172,906,641
mom_y(445),1173,906,641
mom_y(446),1173,905,641
mom_y(447),1175,906,641
mom_y(448),1175,906,641
mom_y(449),1175,905,641
mom_y(450),1176,905,641
mom_y(451),1176,905,640
mom_y(452),1176,905,640
mom_y(453),1176,904,640
mom_y(454),1177,904,640
mom_y(455),1177,904,640
mom_y(456),1178,904,640
mom_y(457),1178,904,640
mom_y(458),1179,904,640
mom_y(459),1179,904,640
mom_y(460),1179,904,640
mom_y(461),1180,904,640
mom_y(462),1180,903,639
mom_y(463),1181,903,640
mom_y(464),1182,904,639
mom_y(465),1182,903,639
mom_y(466),1182,903,639
mom_y(467),1182,903,639
mom_y(468),1183,903,639
mom_y(469),1184,903,639
mom_y(470),1185,903,639
mom_y(471),1186,903,639
mom_y(472),1186,903,639
mom_y(473),1187,903,639
mom_y(474),1189,903,638
mom_y(475),1189,903,638
mom_y(476),1189,903,638
mom_y(477),1189,903,639
mom_y(478),1190,903,638
mom_y(479),1191,903,638
mom_y(480),1192,902,638
mom_y(481),1193,902,638
mom_y(482),1193,902,638
mom_y(483),1194,902,637
mom_y(484),1194,902,637
mom_y(485),1195,902,637
mom_y(486),1196,902,637
mom_y(487),1196,902,637
mom_y(488),1196,902,637
mom_y(489),1196,902,637
mom_y(490),1197,901,637
mom_y(491),1198,901,637
mom_y(492),1199,901,638
mom_y(493),1199,901,637
mom_y(494),1200,901,637
mom_y(495),1200,901,637
mom_y(496),1200,901,637
mom_y(497),1200,901,637
mom_y(498),1201,901,638
mom_y(499),1201,901,638
mom_y(500),1201,900,637
mom_y(501),1202,900,638
mom_y(502),1203,900,638
mom_y(503),1203,900,638
mom_y(504),1203,900,638
mom_y(505),1204,900,638
mom_y(506),1205,900,638
mom_y(507),1206,900,638
mom_y(508),1207,900,638
mom_y(509),1207,899,638
mom_y(510),1208,899,638
mom_y(511),1208,899,639
mom_y(512),1209,899,638
mom_y(513),1209,899,638
mom_y(514),1209,899,638
mom_y(515),1210,899,639
mom_y(516),1210,899,639
mom_y(517),1211,899,639
mom_y(518),1212,899,638
mom_y(519),1213,899,638
mom_y(520),1214,898,638
mom_y(521),1215,898,637
mom_y(522),1215,898,637
mom_y(523),1215,898,637
mom_y(524),1216,897,636
mom_y(525),1218,898,636
mom_y(526),1219,898,636
mom_y(527),1219,898,636
mom_y(528),1219,897,636
mom_y(529),1220,897,635
mom_y(530),1220,897,635
mom_y(531),1221,897,635
mom_y(532),1221,897,635
mom_y(533),1222,897,635
mom_y(534),1222,897,634
mom_y(535),1222,897,635
mom_y(536),1222,897,635
mom_y(537),1223,896,635
mom_y(538),1225,897,635
mom_y(539),1226,896,635
mom_y(540),1226,896,635
mom_y(541),1226,895,635
mom_y(542),1226,895,635
mom_y(543),1227,896,635
mom_y(544),1229,896,635
mom_y(545),1229,896,634
mom_y(546),1230,896,634
mom_y(547),1230,896,634
mom_y(548),1231,896,634
mom_y(549),1232,896,633
mom_y(550),1233,896,633
mom_y(551),1234,895,634
mom_y(552),1234,895,634
mom_y(553),1234,894,634
mom_y(554),1235,894,633
mom_y(555),1235,895,633
mom_y(556),1237,895,633
mom_y(557),1237,894,633
mom_y(558),1238,894,633
mom_y(559),1239,894,633
mom_y(560),1240,894,632
mom_y(561),1241,894,632
mom_y(562),1240,894,632
mom_y(563),1241,894,631
mom_y(564),1242,894,632
mom_y(565),1242,894,632
mom_y(566),1243,894,631
mom_y(567),1244,894,631
mom_y(568),1245,893,631
mom_y(569),1246,893,631
mom_y(570),1248,893,631
mom_y(571),1248,893,631
mom_y(572),1248,893,631
mom_y(573),1248,894,631
mom_y(574),1249,894,631
mom_y(575),1250,893,631
mom_y(576),1251,892,631
mom_y(577),1252,892,631
mom_y(578),1253,892,631
mom_y(579),1254,891,630
mom_y(580),1255,891,631
mom_y(581),1255,891,631
mom_y(582),1255,891,630
mom_y(583),1255,891,630
mom_y(584),1256,891,630
mom_y(585),1258,890,631
mom_y(586),1260,890,630
mom_y(587),1260,890,630
mom_y(588),1260,889,630
mom_y(589),1261,889,630
mom_y(590),1262,889,630
mom_y(591),1262,888,630
mom_y(592),1262,888,630
mom_y(593),1263,888,630
mom_y(594),1263,888,630
mom_y(595),1264,888,630
mom_y(596),1266,887,630
mom_y(597),1266,887,629
mom_y(598),1266,886,629
mom_y(599),1267,886,629
mom_y(600),1267,886,629
mom_y(601),1267,886,629
mom_y(602),1268,886,629
